TP,OPP,DTS,PNL Long,PNL Short,PNL Totale,Max Drawdown,Win Rate %
140.0,35.0,20.0,-391.9,-447.2,-839.1,2395.5,30.0
140.0,35.0,30.0,-445.2,-490.3,-935.5,2527.9,30.0
140.0,35.0,40.0,-499.0,-533.7,-1032.7,2625.1,30.0
160.0,40.0,10.0,-917.1,-806.4,-1723.5,3697.4,10.0
160.0,40.0,20.0,-953.5,-762.7,-1716.2,3719.0,20.0
160.0,40.0,30.0,-989.2,-814.6,-1803.8,3806.6,20.0
160.0,40.0,40.0,-1025.6,-866.7,-1892.3,3895.1,20.0
180.0,45.0,10.0,-1251.0,-1573.2,-2824.2,4824.0,20.0
180.0,45.0,20.0,-1280.1,-1616.1,-2896.2,4896.0,20.0
180.0,45.0,30.0,-1309.7,-1659.7,-2969.4,4969.2,10.0
180.0,45.0,40.0,-1338.8,-1702.6,-3041.4,5041.2,10.0
200.0,50.0,10.0,-732.0,-1507.8,-2239.8,4467.0,30.0
200.0,50.0,20.0,-750.9,-1523.1,-2274.0,4501.2,30.0
200.0,50.0,30.0,-770.1,-1538.7,-2308.8,4561.7,30.0
200.0,50.0,40.0,-789.0,-1554.0,-2343.0,4595.9,20.0
40.0,10.0,10.0,13.0,32.6,45.6,453.5,70.0
40.0,10.0,20.0,-19.9,-14.9,-34.8,533.9,50.0
40.0,10.0,30.0,-16.2,-66.7,-82.9,587.2,40.0
40.0,10.0,40.0,-51.7,-115.8,-167.5,671.8,40.0
60.0,15.0,10.0,19.5,0.5,20.0,702.2,40.0
60.0,15.0,20.0,-17.7,-40.2,-57.9,787.8,40.0
60.0,15.0,30.0,-62.7,-86.7,-149.4,879.3,30.0
60.0,15.0,40.0,-108.3,-133.9,-242.2,972.1,30.0
80.0,20.0,10.0,-141.4,77.5,-63.9,913.1,40.0
80.0,20.0,20.0,-181.4,51.0,-130.4,979.6,40.0
80.0,20.0,30.0,-220.7,8.1,-212.6,1061.8,30.0
80.0,20.0,40.0,-260.7,31.5,-229.2,1099.1,30.0
100.0,25.0,10.0,-148.6,75.4,-73.2,1176.8,40.0
100.0,25.0,20.0,-196.8,95.6,-101.2,1233.3,50.0
100.0,25.0,30.0,-245.6,57.2,-188.4,1315.3,50.0
100.0,25.0,40.0,-220.0,94.4,-125.6,1286.5,50.0
120.0,30.0,10.0,-20.3,-186.3,-206.6,1549.5,30.0
120.0,30.0,20.0,-56.0,-234.3,-290.3,1664.0,30.0
120.0,30.0,30.0,-92.4,-283.1,-375.5,1749.2,30.0
120.0,30.0,40.0,-128.1,-331.1,-459.2,1832.9,30.0
140.0,35.0,10.0,-517.3,-351.1,-868.4,2408.2,40.0
140.0,35.0,20.0,-571.1,-391.0,-962.1,2501.9,40.0
140.0,35.0,30.0,-624.4,-430.4,-1054.8,2594.6,30.0
140.0,35.0,40.0,-678.2,-470.3,-1148.5,2688.3,30.0
160.0,40.0,10.0,-1763.8,-830.7,-2594.5,4475.8,30.0
160.0,40.0,20.0,-1802.0,-868.9,-2670.9,4552.2,30.0
160.0,40.0,30.0,-1840.0,-906.9,-2746.9,4628.2,20.0
160.0,40.0,40.0,-1878.2,-945.1,-2823.3,4704.6,20.0
180.0,45.0,10.0,-1546.9,-1350.6,-2897.5,5175.8,40.0
180.0,45.0,20.0,-1572.4,-1378.2,-2950.6,5228.9,40.0
180.0,45.0,30.0,-1598.4,-1406.2,-3004.6,5282.9,30.0
180.0,45.0,40.0,-1623.9,-1433.8,-3057.7,5336.0,30.0
200.0,50.0,10.0,-1445.0,-1243.9,-2688.9,5054.0,30.0
200.0,50.0,20.0,-1460.3,-1254.1,-2714.4,5105.2,20.0
200.0,50.0,30.0,-1475.9,-1264.5,-2740.4,5131.2,20.0
200.0,50.0,40.0,-1491.2,-1274.7,-2765.9,5156.7,20.0
40.0,10.0,10.0,-62.5,35.1,-27.4,441.7,40.0
40.0,10.0,20.0,-79.8,16.1,-63.7,478.0,40.0
40.0,10.0,30.0,-98.9,-3.0,-101.9,521.3,30.0
40.0,10.0,40.0,-117.9,-22.0,-139.9,559.3,30.0
60.0,15.0,10.0,56.9,-35.3,21.6,623.8,60.0
60.0,15.0,20.0,27.3,-73.7,-46.4,699.5,40.0
60.0,15.0,30.0,5.9,-111.5,-105.6,766.4,40.0
60.0,15.0,40.0,-22.6,-90.9,-113.5,796.8,40.0
80.0,20.0,10.0,-56.9,-102.1,-159.0,1002.2,20.0
80.0,20.0,20.0,-98.9,-138.5,-237.4,1080.6,20.0
80.0,20.0,30.0,-146.9,-174.6,-321.5,1164.7,20.0
80.0,20.0,40.0,-128.7,-151.6,-280.3,1149.5,30.0
100.0,25.0,10.0,4.1,30.5,34.6,1104.1,60.0
100.0,25.0,20.0,22.9,-3.8,19.1,1146.7,50.0
100.0,25.0,30.0,-4.3,-38.6,-42.9,1234.3,40.0
100.0,25.0,40.0,-43.6,-72.8,-116.4,1307.8,40.0
120.0,30.0,10.0,-382.6,113.2,-269.4,1586.0,20.0
120.0,30.0,20.0,-435.7,82.6,-353.1,1669.7,10.0
120.0,30.0,30.0,-489.7,51.4,-438.3,1754.9,10.0
120.0,30.0,40.0,-542.8,20.8,-522.0,1838.6,10.0
140.0,35.0,10.0,-1035.3,-36.6,-1071.9,2609.8,40.0
140.0,35.0,20.0,-1089.1,-76.5,-1165.6,2739.5,30.0
140.0,35.0,30.0,-1142.4,-115.9,-1258.3,2832.2,30.0
140.0,35.0,40.0,-1196.2,-155.8,-1352.0,2925.9,30.0
160.0,40.0,10.0,-1780.8,-865.5,-2646.3,4259.9,30.0
160.0,40.0,20.0,-1815.5,-903.7,-2719.2,4332.8,30.0
160.0,40.0,30.0,-1849.8,-941.7,-2791.5,4405.1,30.0
160.0,40.0,40.0,-1884.5,-979.9,-2864.4,4478.0,30.0
180.0,45.0,10.0,-1699.0,-1113.7,-2812.7,4823.0,30.0
180.0,45.0,20.0,-1714.3,-1146.4,-2860.7,4894.1,30.0
180.0,45.0,30.0,-1729.9,-1179.6,-2909.5,4942.9,30.0
180.0,45.0,40.0,-1745.2,-1212.3,-2957.5,4990.9,30.0
200.0,50.0,10.0,-1218.0,-1000.1,-2218.1,4252.0,30.0
200.0,50.0,20.0,-1233.3,-1027.7,-2261.0,4320.6,20.0
200.0,50.0,30.0,-1248.9,-1055.7,-2304.6,4364.2,20.0
200.0,50.0,40.0,-1264.2,-1083.3,-2347.5,4407.1,20.0
40.0,10.0,10.0,-32.5,-54.2,-86.7,498.7,30.0
40.0,10.0,20.0,-25.0,-90.8,-115.8,534.5,40.0
40.0,10.0,30.0,-45.8,-85.1,-130.9,563.1,30.0
40.0,10.0,40.0,-66.2,-112.9,-179.1,611.3,30.0
60.0,15.0,10.0,-10.0,170.7,160.7,556.4,60.0
60.0,15.0,20.0,-48.4,137.5,89.1,635.7,60.0
60.0,15.0,30.0,-86.2,104.8,18.6,713.9,60.0
60.0,15.0,40.0,-124.6,71.6,-53.0,785.5,40.0
80.0,20.0,10.0,77.1,34.8,111.9,835.6,60.0
80.0,20.0,20.0,49.1,1.6,50.7,907.1,60.0
80.0,20.0,30.0,14.9,-31.1,-16.2,974.0,50.0
80.0,20.0,40.0,-19.9,-64.3,-84.2,1042.0,30.0
100.0,25.0,10.0,172.2,-131.5,40.7,1075.9,40.0
100.0,25.0,20.0,143.0,-95.5,47.5,1096.2,40.0
100.0,25.0,30.0,113.4,-121.5,-8.1,1151.8,40.0
100.0,25.0,40.0,84.3,-147.0,-62.7,1206.4,40.0
120.0,30.0,10.0,71.7,113.6,185.3,1258.6,70.0
120.0,30.0,20.0,37.5,88.1,125.6,1316.2,60.0
120.0,30.0,30.0,76.9,62.1,139.0,1318.3,60.0
120.0,30.0,40.0,51.4,36.6,88.0,1369.3,60.0
140.0,35.0,10.0,-276.2,-95.8,-372.0,2029.6,50.0
140.0,35.0,20.0,-302.2,-51.4,-353.6,2024.1,50.0
140.0,35.0,30.0,-327.7,-3.5,-331.2,2034.6,60.0
140.0,35.0,40.0,-353.7,-29.5,-383.2,2081.4,60.0
160.0,40.0,10.0,-138.1,83.7,-54.4,1965.2,70.0
160.0,40.0,20.0,-164.1,49.0,-115.1,2025.9,70.0
160.0,40.0,30.0,-189.6,14.7,-174.9,2085.7,70.0
160.0,40.0,40.0,-215.6,-20.0,-235.6,2146.4,70.0
180.0,45.0,10.0,-1208.9,-315.8,-1524.7,3695.3,50.0
180.0,45.0,20.0,-1132.5,-346.4,-1478.9,3675.1,60.0
180.0,45.0,30.0,-948.0,-365.1,-1313.1,3555.9,70.0
180.0,45.0,40.0,-958.2,-399.3,-1357.5,3600.3,70.0
200.0,50.0,10.0,-638.6,-1393.9,-2032.5,4273.0,40.0
200.0,50.0,20.0,-652.4,-1431.7,-2084.1,4324.6,20.0
200.0,50.0,30.0,-666.4,-1470.1,-2136.5,4377.0,20.0
200.0,50.0,40.0,-680.2,-1507.9,-2188.1,4454.3,20.0
40.0,10.0,10.0,22.7,-36.8,-14.1,445.0,40.0
40.0,10.0,20.0,-21.2,-30.8,-52.0,496.4,30.0
40.0,10.0,30.0,-66.4,-4.7,-71.1,531.4,30.0
40.0,10.0,40.0,-111.8,-20.0,-131.8,592.1,30.0
60.0,15.0,10.0,-0.7,61.5,60.8,641.9,60.0
60.0,15.0,20.0,-18.6,46.1,27.5,686.9,60.0
60.0,15.0,30.0,-42.6,66.5,23.9,705.3,50.0
60.0,15.0,40.0,-67.0,42.1,-24.9,754.1,50.0
80.0,20.0,10.0,50.7,-46.7,4.0,913.2,40.0
80.0,20.0,20.0,70.6,-53.2,17.4,926.6,50.0
80.0,20.0,30.0,50.2,-99.7,-49.5,1003.8,40.0
80.0,20.0,40.0,29.4,-79.9,-50.5,1016.3,40.0
100.0,25.0,10.0,-149.2,84.2,-65.0,1170.4,30.0
100.0,25.0,20.0,-134.1,36.0,-98.1,1230.6,40.0
100.0,25.0,30.0,-177.7,55.7,-122.0,1268.8,50.0
100.0,25.0,40.0,-207.8,12.8,-195.0,1347.2,40.0
120.0,30.0,10.0,-9.4,-56.8,-66.2,1481.8,40.0
120.0,30.0,20.0,23.5,-23.9,-0.4,1477.8,60.0
120.0,30.0,30.0,-12.9,-60.3,-73.2,1566.0,50.0
120.0,30.0,40.0,-48.6,-96.0,-144.6,1637.4,50.0
140.0,35.0,10.0,-709.5,8.9,-700.6,2207.0,20.0
140.0,35.0,20.0,-754.6,-31.0,-785.6,2292.0,20.0
140.0,35.0,30.0,-799.1,-70.4,-869.5,2375.9,20.0
140.0,35.0,40.0,-749.6,-15.7,-765.3,2307.9,30.0
160.0,40.0,10.0,-1513.1,-1369.6,-2882.7,4519.1,30.0
160.0,40.0,20.0,-1560.0,-1399.1,-2959.1,4595.5,30.0
160.0,40.0,30.0,-1606.8,-1428.3,-3035.1,4671.5,30.0
160.0,40.0,40.0,-1653.7,-1457.8,-3111.5,4747.9,30.0
180.0,45.0,10.0,-1977.8,-1929.3,-3907.1,5753.2,10.0
180.0,45.0,20.0,-1910.1,-1876.2,-3786.3,5681.3,20.0
180.0,45.0,30.0,-1943.3,-1904.2,-3847.5,5742.5,20.0
180.0,45.0,40.0,-1976.0,-1922.9,-3898.9,5793.9,20.0
200.0,50.0,10.0,-1681.9,-1295.2,-2977.1,4851.0,20.0
200.0,50.0,20.0,-1586.3,-1220.4,-2806.7,4773.5,30.0
200.0,50.0,30.0,-1601.9,-1234.4,-2836.3,4803.1,30.0
200.0,50.0,40.0,-1617.2,-1248.2,-2865.4,4832.2,20.0
40.0,10.0,10.0,-93.8,83.5,-10.3,398.2,40.0
40.0,10.0,20.0,-116.5,69.6,-46.9,434.8,40.0
40.0,10.0,30.0,-139.1,55.7,-83.4,471.3,40.0
40.0,10.0,40.0,-161.8,41.8,-120.0,507.9,30.0
60.0,15.0,10.0,16.3,216.3,232.6,653.2,100.0
60.0,15.0,20.0,-18.5,182.1,163.6,722.2,70.0
60.0,15.0,30.0,-52.7,144.3,91.6,794.2,50.0
60.0,15.0,40.0,-87.5,164.9,77.4,818.5,50.0
80.0,20.0,10.0,32.4,102.2,134.6,860.2,70.0
80.0,20.0,20.0,7.9,63.8,71.7,933.4,60.0
80.0,20.0,30.0,-5.7,26.0,20.3,1015.5,50.0
80.0,20.0,40.0,-37.5,-12.4,-49.9,1085.7,50.0
100.0,25.0,10.0,-124.7,62.8,-61.9,1230.3,40.0
100.0,25.0,20.0,-160.4,45.0,-115.4,1296.2,40.0
100.0,25.0,30.0,-184.0,13.8,-170.2,1363.8,40.0
100.0,25.0,40.0,-219.7,-16.8,-236.5,1430.1,20.0
120.0,30.0,10.0,-90.4,-136.0,-226.4,1517.6,40.0
120.0,30.0,20.0,-121.0,-98.0,-219.0,1546.9,50.0
120.0,30.0,30.0,-152.2,-129.2,-281.4,1609.3,50.0
120.0,30.0,40.0,-182.8,-159.8,-342.6,1670.5,40.0
140.0,35.0,10.0,-600.4,-468.6,-1069.0,2523.7,40.0
140.0,35.0,20.0,-635.1,-512.0,-1147.1,2601.8,40.0
140.0,35.0,30.0,-669.4,-472.9,-1142.3,2634.9,40.0
140.0,35.0,40.0,-704.1,-507.6,-1211.7,2704.3,40.0
160.0,40.0,10.0,-1925.9,-1162.2,-3088.1,4982.1,40.0
160.0,40.0,20.0,-1945.0,-1188.2,-3133.2,5027.2,40.0
160.0,40.0,30.0,-1964.0,-1213.7,-3177.7,5071.7,40.0
160.0,40.0,40.0,-1983.1,-1239.7,-3222.8,5116.8,40.0
180.0,45.0,10.0,-1682.3,-1394.9,-3077.2,5089.4,40.0
180.0,45.0,20.0,-1706.3,-1410.2,-3116.5,5128.7,30.0
180.0,45.0,30.0,-1632.5,-1413.3,-3045.8,5083.6,30.0
180.0,45.0,40.0,-1647.8,-1432.2,-3080.0,5117.8,30.0
200.0,50.0,10.0,-1566.2,-1113.5,-2679.7,4541.1,40.0
200.0,50.0,20.0,-1496.5,-1123.7,-2620.2,4530.7,30.0
200.0,50.0,30.0,-1515.7,-1134.1,-2649.8,4586.0,30.0
200.0,50.0,40.0,-1534.6,-1144.3,-2678.9,4615.1,30.0
40.0,10.0,10.0,-3.6,-9.8,-13.4,433.8,40.0
40.0,10.0,20.0,-36.5,-6.0,-42.5,479.8,40.0
40.0,10.0,30.0,-27.3,2.7,-24.6,482.4,50.0
40.0,10.0,40.0,-51.4,-21.4,-72.8,530.6,50.0
60.0,15.0,10.0,-9.6,45.1,35.5,678.0,40.0
60.0,15.0,20.0,-31.5,10.3,-21.2,742.4,40.0
60.0,15.0,30.0,-60.6,-23.9,-84.5,813.4,40.0
60.0,15.0,40.0,-37.8,-6.3,-44.1,788.6,30.0
80.0,20.0,10.0,49.9,45.5,95.4,821.2,50.0
80.0,20.0,20.0,25.5,27.2,52.7,874.2,50.0
80.0,20.0,30.0,1.5,47.2,48.7,888.6,60.0
80.0,20.0,40.0,-22.9,14.0,-8.9,946.2,40.0
100.0,25.0,10.0,28.4,-47.5,-19.1,1213.1,40.0
100.0,25.0,20.0,9.0,-90.6,-81.6,1288.4,50.0
100.0,25.0,30.0,39.3,-65.7,-26.4,1270.8,40.0
100.0,25.0,40.0,3.0,-103.5,-100.5,1344.9,40.0
120.0,30.0,10.0,-41.0,-139.7,-180.7,1549.9,30.0
120.0,30.0,20.0,-18.9,-96.6,-115.5,1564.9,40.0
120.0,30.0,30.0,-66.1,-141.8,-207.9,1657.3,20.0
120.0,30.0,40.0,-14.3,-102.2,-116.5,1615.3,30.0
140.0,35.0,10.0,-44.9,-826.5,-871.4,2416.0,30.0
140.0,35.0,20.0,-55.9,-871.6,-927.5,2504.2,30.0
140.0,35.0,30.0,-99.0,-916.1,-1015.1,2591.8,30.0
140.0,35.0,40.0,-142.4,-961.2,-1103.6,2680.3,30.0
160.0,40.0,10.0,-1100.6,-1478.5,-2579.1,4272.8,20.0
160.0,40.0,20.0,-1149.2,-1509.7,-2658.9,4352.6,20.0
160.0,40.0,30.0,-1171.7,-1540.3,-2712.0,4446.9,20.0
160.0,40.0,40.0,-1227.3,-1571.5,-2798.8,4533.7,20.0
180.0,45.0,10.0,-1791.3,-1757.3,-3548.6,5320.8,10.0
180.0,45.0,20.0,-1815.3,-1777.7,-3593.0,5388.3,10.0
180.0,45.0,30.0,-1839.7,-1798.5,-3638.2,5433.5,10.0
180.0,45.0,40.0,-1863.7,-1818.9,-3682.6,5477.9,10.0
200.0,50.0,10.0,-1422.5,-1183.4,-2605.9,4584.2,20.0
200.0,50.0,20.0,-1446.5,-1207.4,-2653.9,4632.2,20.0
200.0,50.0,30.0,-1470.9,-1231.8,-2702.7,4681.0,20.0
200.0,50.0,40.0,-1494.9,-1255.8,-2750.7,4729.0,20.0
40.0,10.0,10.0,13.4,-19.0,-5.6,438.3,40.0
40.0,10.0,20.0,-14.4,-45.4,-59.8,492.5,40.0
40.0,10.0,30.0,-42.2,-76.7,-118.9,551.6,40.0
40.0,10.0,40.0,-70.0,-108.2,-178.2,610.9,40.0
60.0,15.0,10.0,130.9,11.2,142.1,604.2,60.0
60.0,15.0,20.0,104.9,-15.9,89.0,672.7,60.0
60.0,15.0,30.0,79.4,-42.4,37.0,732.4,60.0
60.0,15.0,40.0,53.4,-77.2,-23.8,793.2,50.0
80.0,20.0,10.0,151.9,-98.1,53.8,894.1,60.0
80.0,20.0,20.0,120.7,-154.1,-33.4,991.6,50.0
80.0,20.0,30.0,90.1,-151.5,-61.4,1041.4,50.0
80.0,20.0,40.0,58.9,-202.3,-143.4,1123.4,40.0
100.0,25.0,10.0,188.1,-167.0,21.1,1090.6,50.0
100.0,25.0,20.0,150.1,-189.9,-39.8,1151.5,40.0
100.0,25.0,30.0,178.0,-155.6,22.4,1135.9,40.0
100.0,25.0,40.0,148.9,-189.8,-40.9,1199.2,40.0
120.0,30.0,10.0,-1.8,-201.4,-203.2,1392.6,20.0
120.0,30.0,20.0,-44.7,-237.1,-281.8,1471.2,20.0
120.0,30.0,30.0,-88.3,-273.5,-361.8,1551.2,20.0
120.0,30.0,40.0,-131.2,-309.2,-440.4,1645.2,20.0
140.0,35.0,10.0,-176.5,-26.0,-202.5,1807.6,40.0
140.0,35.0,20.0,-216.4,-64.0,-280.4,1885.5,40.0
140.0,35.0,30.0,-255.8,-24.9,-280.7,1932.7,40.0
140.0,35.0,40.0,-295.7,-59.6,-355.3,2007.3,40.0
160.0,40.0,10.0,-1780.2,-638.5,-2418.7,4415.5,40.0
160.0,40.0,20.0,-1711.3,-690.6,-2401.9,4431.8,40.0
160.0,40.0,30.0,-1731.7,-652.3,-2384.0,4442.8,40.0
160.0,40.0,40.0,-1752.5,-695.7,-2448.2,4507.0,40.0
180.0,45.0,10.0,-1350.9,-1297.6,-2648.5,4878.8,40.0
180.0,45.0,20.0,-1380.0,-1240.9,-2620.9,4876.8,40.0
180.0,45.0,30.0,-1409.6,-1265.3,-2674.9,4930.8,30.0
180.0,45.0,40.0,-1322.9,-1289.3,-2612.2,4893.7,30.0
200.0,50.0,10.0,-1221.3,-1488.4,-2709.7,4923.9,20.0
200.0,50.0,20.0,-1240.2,-1382.6,-2622.8,4862.8,30.0
200.0,50.0,30.0,-1259.4,-1387.8,-2647.2,4887.2,30.0
200.0,50.0,40.0,-1278.3,-1392.9,-2671.2,4911.2,30.0
40.0,10.0,10.0,35.1,13.6,48.7,440.9,50.0
40.0,10.0,20.0,-6.6,-24.4,-31.0,525.7,30.0
40.0,10.0,30.0,-6.1,-57.5,-63.6,570.1,40.0
40.0,10.0,40.0,-39.0,-44.5,-83.5,603.5,40.0
60.0,15.0,10.0,-79.3,-51.1,-130.4,772.1,40.0
60.0,15.0,20.0,-114.1,-96.3,-210.4,859.8,30.0
60.0,15.0,30.0,-101.1,-140.7,-241.8,899.0,40.0
60.0,15.0,40.0,-130.7,-133.5,-264.2,929.2,40.0
80.0,20.0,10.0,170.8,26.2,197.0,855.1,50.0
80.0,20.0,20.0,144.8,-17.4,127.4,935.0,50.0
80.0,20.0,30.0,119.3,-60.3,59.0,1003.4,50.0
80.0,20.0,40.0,93.3,-103.9,-10.6,1073.0,50.0
100.0,25.0,10.0,-92.4,-61.4,-153.8,1301.6,40.0
100.0,25.0,20.0,-77.3,-52.1,-129.4,1342.9,40.0
100.0,25.0,30.0,-120.9,-92.1,-213.0,1426.5,40.0
100.0,25.0,40.0,-151.0,-131.4,-282.4,1508.7,30.0
120.0,30.0,10.0,-125.7,-298.4,-424.1,1613.1,40.0
120.0,30.0,20.0,-165.0,-269.1,-434.1,1655.5,30.0
120.0,30.0,30.0,-205.0,-309.1,-514.1,1735.5,30.0
120.0,30.0,40.0,-244.3,-342.7,-587.0,1808.4,30.0
140.0,35.0,10.0,-565.7,-443.2,-1008.9,2289.7,30.0
140.0,35.0,20.0,-540.9,-461.6,-1002.5,2319.4,30.0
140.0,35.0,30.0,-580.3,-497.3,-1077.6,2412.5,30.0
140.0,35.0,40.0,-602.2,-533.7,-1135.9,2470.8,30.0
160.0,40.0,10.0,-978.9,-1404.2,-2383.1,3846.4,30.0
160.0,40.0,20.0,-1015.3,-1435.4,-2450.7,3934.6,30.0
160.0,40.0,30.0,-951.0,-1466.0,-2417.0,3921.6,30.0
160.0,40.0,40.0,-982.2,-1497.2,-2479.4,3984.0,30.0
180.0,45.0,10.0,-1425.0,-1323.2,-2748.2,4661.9,30.0
180.0,45.0,20.0,-1345.0,-1352.3,-2697.3,4659.8,30.0
180.0,45.0,30.0,-1365.8,-1381.9,-2747.7,4733.3,30.0
180.0,45.0,40.0,-1386.2,-1411.0,-2797.2,4782.8,30.0
200.0,50.0,10.0,-778.0,-599.3,-1377.3,3825.1,50.0
200.0,50.0,20.0,-788.2,-623.3,-1411.5,3885.0,30.0
200.0,50.0,30.0,-677.4,-647.7,-1325.1,3824.4,40.0
200.0,50.0,40.0,-682.5,-671.7,-1354.2,3853.5,40.0
40.0,10.0,10.0,45.9,28.6,74.5,379.3,50.0
40.0,10.0,20.0,13.0,43.1,56.1,416.1,50.0
40.0,10.0,30.0,56.4,32.7,89.1,404.9,60.0
40.0,10.0,40.0,33.7,22.5,56.2,437.8,50.0
60.0,15.0,10.0,8.3,-155.5,-147.2,758.4,30.0
60.0,15.0,20.0,-44.8,-177.8,-222.6,841.5,30.0
60.0,15.0,30.0,-103.6,-215.6,-319.2,945.8,30.0
60.0,15.0,40.0,-163.2,-254.0,-417.2,1043.8,30.0
80.0,20.0,10.0,117.3,-9.6,107.7,776.1,70.0
80.0,20.0,20.0,78.9,-30.4,48.5,845.6,60.0
80.0,20.0,30.0,41.1,-50.8,-9.7,903.8,60.0
80.0,20.0,40.0,13.0,-71.6,-58.6,963.0,60.0
100.0,25.0,10.0,97.8,93.3,191.1,971.4,60.0
100.0,25.0,20.0,68.6,67.8,136.4,1026.1,60.0
100.0,25.0,30.0,39.0,41.8,80.8,1081.7,60.0
100.0,25.0,40.0,9.9,16.3,26.2,1136.3,60.0
120.0,30.0,10.0,61.9,-24.3,37.6,1346.9,50.0
120.0,30.0,20.0,27.7,-67.2,-39.5,1439.4,50.0
120.0,30.0,30.0,-7.1,-110.8,-117.9,1533.2,50.0
120.0,30.0,40.0,-41.3,-153.7,-195.0,1610.3,50.0
140.0,35.0,10.0,-250.4,-146.1,-396.5,1945.8,30.0
140.0,35.0,20.0,-222.1,-165.8,-387.9,2016.5,40.0
140.0,35.0,30.0,-168.4,-135.5,-303.9,1984.9,40.0
140.0,35.0,40.0,-199.6,-178.9,-378.5,2059.5,40.0
160.0,40.0,10.0,-1774.1,-427.8,-2201.9,3827.8,20.0
160.0,40.0,20.0,-1812.3,-469.4,-2281.7,3907.6,20.0
160.0,40.0,30.0,-1850.3,-510.2,-2360.5,4007.0,20.0
