TP,OPP,DTS,PNL Long,PNL Short,PNL Totale,Max Drawdown,Win Rate %,Median_CSV
80.0,20.0,35.0,166.0,332.8,498.8,917.2,70.0,C:\Users\Fiordok\Desktop\Macchinetta_IG\Simulatore\BATCH_OTT_1787120908636_1\..\salvataggi\csv_mediani\Mediano_TP80_DTS35.csv
80.0,20.0,40.0,145.6,324.8,470.4,945.6,70.0,C:\Users\Fiordok\Desktop\Macchinetta_IG\Simulatore\BATCH_OTT_1787120908515_0\..\salvataggi\csv_mediani\Mediano_TP80_DTS40.csv
100.0,25.0,10.0,410.4,244.8,655.2,1040.8,50.0,C:\Users\Fiordok\Desktop\Macchinetta_IG\Simulatore\BATCH_OTT_1787120908549_2\..\salvataggi\csv_mediani\Mediano_TP100_DTS10.csv
100.0,25.0,15.0,391.6,227.2,618.8,1077.2,50.0,C:\Users\Fiordok\Desktop\Macchinetta_IG\Simulatore\BATCH_OTT_1787120908549_2\..\salvataggi\csv_mediani\Mediano_TP100_DTS15.csv
100.0,25.0,20.0,372.8,209.6,582.4,1113.6,50.0,C:\Users\Fiordok\Desktop\Macchinetta_IG\Simulatore\BATCH_OTT_1787120908549_2\..\salvataggi\csv_mediani\Mediano_TP100_DTS20.csv
100.0,25.0,25.0,354.0,294.0,648.0,1096.0,60.0,C:\Users\Fiordok\Desktop\Macchinetta_IG\Simulatore\BATCH_OTT_1787120908549_2\..\salvataggi\csv_mediani\Mediano_TP100_DTS25.csv
100.0,25.0,30.0,335.2,283.2,618.4,1125.6,60.0,C:\Users\Fiordok\Desktop\Macchinetta_IG\Simulatore\BATCH_OTT_1787120908549_2\..\salvataggi\csv_mediani\Mediano_TP100_DTS30.csv
100.0,25.0,35.0,316.4,272.4,588.8,1155.2,60.0,C:\Users\Fiordok\Desktop\Macchinetta_IG\Simulatore\BATCH_OTT_1787120908549_2\..\salvataggi\csv_mediani\Mediano_TP100_DTS35.csv
100.0,25.0,40.0,297.6,261.6,559.2,1184.8,60.0,C:\Users\Fiordok\Desktop\Macchinetta_IG\Simulatore\BATCH_OTT_1787120908549_2\..\salvataggi\csv_mediani\Mediano_TP100_DTS40.csv
120.0,30.0,10.0,222.4,258.4,480.8,911.2,70.0,C:\Users\Fiordok\Desktop\Macchinetta_IG\Simulatore\BATCH_OTT_1787120908515_0\..\salvataggi\csv_mediani\Mediano_TP120_DTS10.csv
120.0,30.0,15.0,207.6,267.6,475.2,940.8,70.0,C:\Users\Fiordok\Desktop\Macchinetta_IG\Simulatore\BATCH_OTT_1787120908515_0\..\salvataggi\csv_mediani\Mediano_TP120_DTS15.csv
120.0,30.0,20.0,192.8,252.8,445.6,970.4,70.0,C:\Users\Fiordok\Desktop\Macchinetta_IG\Simulatore\BATCH_OTT_1787120908515_0\..\salvataggi\csv_mediani\Mediano_TP120_DTS20.csv
120.0,30.0,25.0,178.0,238.0,416.0,1000.0,70.0,C:\Users\Fiordok\Desktop\Macchinetta_IG\Simulatore\BATCH_OTT_1787120908515_0\..\salvataggi\csv_mediani\Mediano_TP120_DTS25.csv
120.0,30.0,30.0,163.2,223.2,386.4,1029.6,70.0,C:\Users\Fiordok\Desktop\Macchinetta_IG\Simulatore\BATCH_OTT_1787120908515_0\..\salvataggi\csv_mediani\Mediano_TP120_DTS30.csv
120.0,30.0,35.0,148.4,208.4,356.8,1059.2,70.0,C:\Users\Fiordok\Desktop\Macchinetta_IG\Simulatore\BATCH_OTT_1787120908592_4\..\salvataggi\csv_mediani\Mediano_TP120_DTS35.csv
120.0,30.0,40.0,133.6,193.6,327.2,1088.8,70.0,C:\Users\Fiordok\Desktop\Macchinetta_IG\Simulatore\BATCH_OTT_1787120908592_4\..\salvataggi\csv_mediani\Mediano_TP120_DTS40.csv
140.0,35.0,10.0,-118.8,-104.8,-223.6,1276.4,60.0,C:\Users\Fiordok\Desktop\Macchinetta_IG\Simulatore\BATCH_OTT_1787120908515_0\..\salvataggi\csv_mediani\Mediano_TP140_DTS10.csv
140.0,35.0,15.0,-137.6,-123.6,-261.2,1314.0,60.0,C:\Users\Fiordok\Desktop\Macchinetta_IG\Simulatore\BATCH_OTT_1787120908515_0\..\salvataggi\csv_mediani\Mediano_TP140_DTS15.csv
140.0,35.0,20.0,-156.4,-142.4,-298.8,1351.6,60.0,C:\Users\Fiordok\Desktop\Macchinetta_IG\Simulatore\BATCH_OTT_1787120908515_0\..\salvataggi\csv_mediani\Mediano_TP140_DTS20.csv
140.0,35.0,25.0,-175.2,-161.2,-336.4,1389.2,60.0,C:\Users\Fiordok\Desktop\Macchinetta_IG\Simulatore\BATCH_OTT_1787120908515_0\..\salvataggi\csv_mediani\Mediano_TP140_DTS25.csv
140.0,35.0,30.0,-66.4,-160.4,-226.8,1307.6,70.0,C:\Users\Fiordok\Desktop\Macchinetta_IG\Simulatore\BATCH_OTT_1787120908515_0\..\salvataggi\csv_mediani\Mediano_TP140_DTS30.csv
140.0,35.0,35.0,-78.4,-182.0,-260.4,1341.2,70.0,C:\Users\Fiordok\Desktop\Macchinetta_IG\Simulatore\BATCH_OTT_1787120908515_0\..\salvataggi\csv_mediani\Mediano_TP140_DTS35.csv
140.0,35.0,40.0,-90.4,-203.6,-294.0,1374.8,70.0,C:\Users\Fiordok\Desktop\Macchinetta_IG\Simulatore\BATCH_OTT_1787120908515_0\..\salvataggi\csv_mediani\Mediano_TP140_DTS40.csv
160.0,40.0,10.0,-301.6,-317.6,-619.2,1627.2,50.0,C:\Users\Fiordok\Desktop\Macchinetta_IG\Simulatore\BATCH_OTT_1787120908610_0\..\salvataggi\csv_mediani\Mediano_TP160_DTS10.csv
160.0,40.0,15.0,-314.8,-308.4,-623.2,1663.2,50.0,C:\Users\Fiordok\Desktop\Macchinetta_IG\Simulatore\BATCH_OTT_1787120908610_0\..\salvataggi\csv_mediani\Mediano_TP160_DTS15.csv
160.0,40.0,20.0,-180.8,-204.8,-385.6,1518.4,60.0,C:\Users\Fiordok\Desktop\Macchinetta_IG\Simulatore\BATCH_OTT_1787120908515_0\..\salvataggi\csv_mediani\Mediano_TP160_DTS20.csv
160.0,40.0,25.0,-199.6,-220.8,-420.4,1553.2,60.0,C:\Users\Fiordok\Desktop\Macchinetta_IG\Simulatore\BATCH_OTT_1787120908515_0\..\salvataggi\csv_mediani\Mediano_TP160_DTS25.csv
160.0,40.0,30.0,-218.4,-236.8,-455.2,1588.0,60.0,C:\Users\Fiordok\Desktop\Macchinetta_IG\Simulatore\BATCH_OTT_1787120908515_0\..\salvataggi\csv_mediani\Mediano_TP160_DTS30.csv
160.0,40.0,35.0,-237.2,-252.8,-490.0,1622.8,60.0,C:\Users\Fiordok\Desktop\Macchinetta_IG\Simulatore\BATCH_OTT_1787120908515_0\..\salvataggi\csv_mediani\Mediano_TP160_DTS35.csv
160.0,40.0,40.0,-256.0,-259.2,-515.2,1648.0,60.0,C:\Users\Fiordok\Desktop\Macchinetta_IG\Simulatore\BATCH_OTT_1787120908515_0\..\salvataggi\csv_mediani\Mediano_TP160_DTS40.csv
180.0,45.0,10.0,-225.6,-208.4,-434.0,1730.0,60.0,C:\Users\Fiordok\Desktop\Macchinetta_IG\Simulatore\BATCH_OTT_1787120908688_3\..\salvataggi\csv_mediani\Mediano_TP180_DTS10.csv
180.0,45.0,15.0,-248.4,-224.4,-472.8,1768.8,60.0,C:\Users\Fiordok\Desktop\Macchinetta_IG\Simulatore\BATCH_OTT_1787120908688_3\..\salvataggi\csv_mediani\Mediano_TP180_DTS15.csv
180.0,45.0,20.0,-271.2,-240.4,-511.6,1807.6,60.0,C:\Users\Fiordok\Desktop\Macchinetta_IG\Simulatore\BATCH_OTT_1787120908688_3\..\salvataggi\csv_mediani\Mediano_TP180_DTS20.csv
180.0,45.0,25.0,-272.0,-256.4,-528.4,1824.4,60.0,C:\Users\Fiordok\Desktop\Macchinetta_IG\Simulatore\BATCH_OTT_1787120908688_3\..\salvataggi\csv_mediani\Mediano_TP180_DTS25.csv
180.0,45.0,30.0,-297.6,-272.4,-570.0,1866.0,60.0,C:\Users\Fiordok\Desktop\Macchinetta_IG\Simulatore\BATCH_OTT_1787120908688_3\..\salvataggi\csv_mediani\Mediano_TP180_DTS30.csv
180.0,45.0,35.0,-323.2,-272.0,-595.2,1891.2,60.0,C:\Users\Fiordok\Desktop\Macchinetta_IG\Simulatore\BATCH_OTT_1787120908688_3\..\salvataggi\csv_mediani\Mediano_TP180_DTS35.csv
180.0,45.0,40.0,-348.8,-290.8,-639.6,1935.6,60.0,C:\Users\Fiordok\Desktop\Macchinetta_IG\Simulatore\BATCH_OTT_1787120908688_3\..\salvataggi\csv_mediani\Mediano_TP180_DTS40.csv
200.0,50.0,10.0,-185.6,-320.0,-505.6,2045.6,60.0,C:\Users\Fiordok\Desktop\Macchinetta_IG\Simulatore\BATCH_OTT_1787120908610_0\..\salvataggi\csv_mediani\Mediano_TP200_DTS10.csv
200.0,50.0,15.0,-168.4,-340.0,-508.4,2088.4,60.0,C:\Users\Fiordok\Desktop\Macchinetta_IG\Simulatore\BATCH_OTT_1787120908610_0\..\salvataggi\csv_mediani\Mediano_TP200_DTS15.csv
200.0,50.0,20.0,-191.2,-360.0,-551.2,2131.2,60.0,C:\Users\Fiordok\Desktop\Macchinetta_IG\Simulatore\BATCH_OTT_1787120908610_0\..\salvataggi\csv_mediani\Mediano_TP200_DTS20.csv
200.0,50.0,25.0,-214.0,-380.0,-594.0,2174.0,60.0,C:\Users\Fiordok\Desktop\Macchinetta_IG\Simulatore\BATCH_OTT_1787120908610_0\..\salvataggi\csv_mediani\Mediano_TP200_DTS25.csv
200.0,50.0,30.0,-236.8,-376.8,-613.6,2193.6,50.0,C:\Users\Fiordok\Desktop\Macchinetta_IG\Simulatore\BATCH_OTT_1787120908610_0\..\salvataggi\csv_mediani\Mediano_TP200_DTS30.csv
200.0,50.0,35.0,-239.2,-399.6,-638.8,2218.8,50.0,C:\Users\Fiordok\Desktop\Macchinetta_IG\Simulatore\BATCH_OTT_1787120908610_0\..\salvataggi\csv_mediani\Mediano_TP200_DTS35.csv
200.0,50.0,40.0,-264.8,-422.4,-687.2,2267.2,50.0,C:\Users\Fiordok\Desktop\Macchinetta_IG\Simulatore\BATCH_OTT_1787120908610_0\..\salvataggi\csv_mediani\Mediano_TP200_DTS40.csv
40.0,10.0,10.0,-130.4,-135.2,-265.6,1046.4,20.0,
40.0,10.0,15.0,-146.4,-154.0,-300.4,1081.2,20.0,
40.0,10.0,20.0,-162.4,-172.8,-335.2,1116.0,20.0,
40.0,10.0,25.0,-178.4,-191.6,-370.0,1150.8,20.0,
40.0,10.0,30.0,-194.4,-210.4,-404.8,1185.6,20.0,
40.0,10.0,35.0,-210.4,-229.2,-439.6,1220.4,20.0,
40.0,10.0,40.0,-226.4,-248.0,-474.4,1255.2,20.0,
60.0,15.0,10.0,200.8,344.8,545.6,846.4,50.0,
60.0,15.0,15.0,175.2,319.2,494.4,897.6,50.0,
60.0,15.0,20.0,214.0,358.8,572.8,845.6,60.0,
60.0,15.0,25.0,195.2,337.2,532.4,886.0,60.0,
60.0,15.0,30.0,171.6,315.6,487.2,931.2,60.0,
60.0,15.0,35.0,150.0,294.0,444.0,974.4,60.0,
60.0,15.0,40.0,128.4,272.4,400.8,1017.6,60.0,
80.0,20.0,10.0,320.0,421.6,741.6,932.0,70.0,
80.0,20.0,15.0,382.4,406.8,789.2,906.8,80.0,
80.0,20.0,20.0,366.4,392.0,758.4,937.6,70.0,
80.0,20.0,25.0,350.4,377.2,727.6,968.4,70.0,
80.0,20.0,30.0,334.4,362.4,696.8,999.2,60.0,
80.0,20.0,35.0,318.4,347.6,666.0,1030.0,60.0,
80.0,20.0,40.0,302.4,337.6,640.0,1056.0,60.0,
100.0,25.0,10.0,524.4,584.4,1108.8,973.2,90.0,
100.0,25.0,15.0,509.6,569.6,1079.2,1002.8,90.0,
100.0,25.0,20.0,494.8,554.8,1049.6,1032.4,70.0,
100.0,25.0,25.0,480.0,540.0,1020.0,1062.0,70.0,
100.0,25.0,30.0,465.2,525.2,990.4,1091.6,70.0,
100.0,25.0,35.0,456.4,530.4,986.8,1115.2,70.0,
100.0,25.0,40.0,441.6,515.6,957.2,1144.8,70.0,
120.0,30.0,10.0,48.8,347.2,396.0,1032.8,80.0,
120.0,30.0,15.0,69.6,332.4,402.0,1044.0,80.0,
120.0,30.0,20.0,149.6,317.6,467.2,1022.4,80.0,
120.0,30.0,25.0,134.8,302.8,437.6,1045.2,80.0,
120.0,30.0,30.0,120.0,288.0,408.0,1072.8,80.0,
120.0,30.0,35.0,105.2,273.2,378.4,1102.4,80.0,
120.0,30.0,40.0,90.4,258.4,348.8,1132.0,80.0,
140.0,35.0,10.0,15.6,10.4,26.0,1338.0,70.0,
140.0,35.0,15.0,-3.2,114.4,111.2,1276.8,80.0,
140.0,35.0,20.0,-22.0,95.6,73.6,1312.4,80.0,
140.0,35.0,25.0,-40.8,76.8,36.0,1350.0,80.0,
140.0,35.0,30.0,-59.6,66.4,6.8,1379.2,80.0,
140.0,35.0,35.0,-50.4,47.6,-2.8,1416.8,80.0,
140.0,35.0,40.0,-69.2,28.8,-40.4,1454.4,80.0,
160.0,40.0,10.0,16.8,124.8,141.6,1538.4,80.0,
160.0,40.0,15.0,-11.6,99.2,87.6,1592.4,80.0,
160.0,40.0,20.0,-40.0,73.6,33.6,1646.4,80.0,
160.0,40.0,25.0,-58.8,48.0,-10.8,1690.8,80.0,
160.0,40.0,30.0,52.8,22.4,75.2,1646.4,80.0,
160.0,40.0,35.0,31.2,-3.2,28.0,1693.6,60.0,
160.0,40.0,40.0,9.6,12.8,22.4,1731.2,60.0,
180.0,45.0,10.0,98.4,104.0,202.4,1849.6,70.0,
180.0,45.0,15.0,114.0,84.0,198.0,1854.0,70.0,
180.0,45.0,20.0,149.2,64.0,213.2,1874.8,70.0,
180.0,45.0,25.0,120.8,44.0,164.8,1923.2,70.0,
180.0,45.0,30.0,92.4,24.0,116.4,1971.6,70.0,
180.0,45.0,35.0,64.0,4.0,68.0,2020.0,70.0,
180.0,45.0,40.0,35.6,163.6,199.2,1924.8,80.0,
200.0,50.0,10.0,32.0,228.8,260.8,1879.2,80.0,
200.0,50.0,15.0,16.0,203.2,219.2,1920.8,80.0,
200.0,50.0,20.0,0.0,177.6,177.6,1962.4,80.0,
200.0,50.0,25.0,-16.0,152.0,136.0,2004.0,80.0,
200.0,50.0,30.0,-32.0,126.4,94.4,2045.6,60.0,
200.0,50.0,35.0,-48.0,100.8,52.8,2087.2,60.0,
200.0,50.0,40.0,-46.4,75.2,28.8,2111.2,60.0,
40.0,10.0,10.0,-278.4,-82.4,-360.8,946.4,0.0,
40.0,10.0,15.0,-252.4,-101.2,-353.6,964.0,0.0,
40.0,10.0,20.0,-267.2,-120.0,-387.2,997.6,0.0,
40.0,10.0,25.0,-282.0,-138.8,-420.8,1031.2,0.0,
40.0,10.0,30.0,-296.8,-157.6,-454.4,1064.8,0.0,
40.0,10.0,35.0,-320.8,-176.4,-497.2,1107.6,0.0,
40.0,10.0,40.0,-338.4,-195.2,-533.6,1144.0,0.0,
60.0,15.0,10.0,275.2,209.2,484.4,716.8,60.0,
60.0,15.0,15.0,259.2,193.2,452.4,748.8,60.0,
60.0,15.0,20.0,243.2,242.4,485.6,734.8,70.0,
60.0,15.0,25.0,225.2,230.4,455.6,764.8,70.0,
60.0,15.0,30.0,210.0,230.4,440.4,792.0,70.0,
60.0,15.0,35.0,276.0,295.6,571.6,689.6,70.0,
60.0,15.0,40.0,264.0,287.6,551.6,709.6,70.0,
80.0,20.0,10.0,300.8,299.2,600.0,812.8,80.0,
80.0,20.0,15.0,283.2,287.2,570.4,842.4,70.0,
80.0,20.0,20.0,265.6,275.2,540.8,872.0,70.0,
80.0,20.0,25.0,248.0,263.2,511.2,901.6,70.0,
80.0,20.0,30.0,230.4,340.8,571.2,857.6,70.0,
80.0,20.0,35.0,212.8,332.8,545.6,883.2,70.0,
80.0,20.0,40.0,195.2,324.8,520.0,908.8,70.0,
100.0,25.0,10.0,254.4,551.2,805.6,1046.4,80.0,
100.0,25.0,15.0,235.6,526.8,762.4,1089.6,70.0,
100.0,25.0,20.0,216.8,502.4,719.2,1132.8,70.0,
100.0,25.0,25.0,204.0,478.0,682.0,1170.0,70.0,
100.0,25.0,30.0,182.4,453.6,636.0,1216.0,70.0,
100.0,25.0,35.0,160.8,429.2,590.0,1262.0,60.0,
100.0,25.0,40.0,139.2,521.2,660.4,1217.6,70.0,
120.0,30.0,10.0,169.6,481.6,651.2,1134.4,80.0,
120.0,30.0,15.0,153.6,457.2,610.8,1174.8,80.0,
120.0,30.0,20.0,137.6,432.8,570.4,1215.2,80.0,
120.0,30.0,25.0,121.6,408.4,530.0,1255.6,80.0,
120.0,30.0,30.0,105.6,384.0,489.6,1296.0,80.0,
120.0,30.0,35.0,89.6,481.6,571.2,1240.8,80.0,
120.0,30.0,40.0,204.0,464.0,668.0,1168.0,80.0,
140.0,35.0,10.0,83.2,334.4,417.6,1282.0,80.0,
140.0,35.0,15.0,54.8,319.6,374.4,1325.2,80.0,
140.0,35.0,20.0,140.4,304.8,445.2,1282.4,80.0,
140.0,35.0,25.0,118.8,290.0,408.8,1318.8,80.0,
140.0,35.0,30.0,97.2,414.0,511.2,1244.4,90.0,
140.0,35.0,35.0,210.0,403.2,613.2,1170.4,90.0,
140.0,35.0,40.0,195.2,392.4,587.6,1196.0,90.0,
160.0,40.0,10.0,382.4,-18.4,364.0,1431.2,80.0,
160.0,40.0,15.0,370.4,-37.2,333.2,1462.0,80.0,
160.0,40.0,20.0,379.2,-56.0,323.2,1472.0,80.0,
160.0,40.0,25.0,364.4,86.0,450.4,1389.6,80.0,
160.0,40.0,30.0,349.6,71.2,420.8,1419.2,80.0,
160.0,40.0,35.0,334.8,56.4,391.2,1448.8,80.0,
160.0,40.0,40.0,483.2,41.6,524.8,1347.2,80.0,
180.0,45.0,10.0,235.2,128.0,363.2,1544.8,90.0,
180.0,45.0,15.0,223.2,109.2,332.4,1575.6,80.0,
180.0,45.0,20.0,211.2,90.4,301.6,1606.4,80.0,
180.0,45.0,25.0,199.2,104.4,303.6,1604.4,80.0,
180.0,45.0,30.0,187.2,82.8,270.0,1638.0,80.0,
180.0,45.0,35.0,175.2,61.2,236.4,1671.6,70.0,
180.0,45.0,40.0,163.2,50.4,213.6,1694.4,70.0,
200.0,50.0,10.0,-28.0,46.4,18.4,1821.6,70.0,
200.0,50.0,15.0,-44.0,27.6,-16.4,1856.4,60.0,
200.0,50.0,20.0,-60.0,48.8,-11.2,1891.2,60.0,
200.0,50.0,25.0,-38.0,30.0,-8.0,1888.0,60.0,
200.0,50.0,30.0,-56.8,11.2,-45.6,1925.6,60.0,
200.0,50.0,35.0,-75.6,-7.6,-83.2,1963.2,60.0,
200.0,50.0,40.0,-94.4,-26.4,-120.8,2000.8,60.0,
40.0,10.0,10.0,-224.8,-70.4,-295.2,1016.0,20.0,
40.0,10.0,15.0,-243.6,-81.2,-324.8,1045.6,20.0,
40.0,10.0,20.0,-262.4,-92.0,-354.4,1075.2,20.0,
40.0,10.0,25.0,-281.2,-102.8,-384.0,1104.8,20.0,
40.0,10.0,30.0,-300.0,-113.6,-413.6,1134.4,20.0,
40.0,10.0,35.0,-318.8,-124.4,-443.2,1164.0,20.0,
40.0,10.0,40.0,-337.6,-135.2,-472.8,1193.6,20.0,
60.0,15.0,10.0,126.0,213.2,339.2,713.2,70.0,
60.0,15.0,15.0,104.4,194.4,298.8,753.6,60.0,
60.0,15.0,20.0,82.8,175.6,258.4,794.0,60.0,
60.0,15.0,25.0,61.2,156.8,218.0,834.4,60.0,
60.0,15.0,30.0,39.6,138.0,177.6,874.8,50.0,
60.0,15.0,35.0,18.0,119.2,137.2,915.2,50.0,
60.0,15.0,40.0,-3.6,100.4,96.8,955.6,50.0,
80.0,20.0,10.0,291.2,612.8,904.0,763.2,80.0,
80.0,20.0,15.0,279.2,604.8,884.0,783.2,80.0,
80.0,20.0,20.0,267.2,596.8,864.0,803.2,80.0,
80.0,20.0,25.0,255.2,588.8,844.0,823.2,80.0,
80.0,20.0,30.0,243.2,580.8,824.0,843.2,80.0,
80.0,20.0,35.0,231.2,572.8,804.0,863.2,80.0,
80.0,20.0,40.0,219.2,564.8,784.0,883.2,80.0,
100.0,25.0,10.0,520.0,635.2,1155.2,956.8,80.0,
100.0,25.0,15.0,512.0,610.8,1122.8,989.2,80.0,
100.0,25.0,20.0,504.0,586.4,1090.4,1021.6,80.0,
100.0,25.0,25.0,496.0,562.0,1058.0,1054.0,80.0,
100.0,25.0,30.0,488.0,537.6,1025.6,1086.4,80.0,
100.0,25.0,35.0,480.0,513.2,993.2,1118.8,80.0,
100.0,25.0,40.0,472.0,488.8,960.8,1151.2,80.0,
120.0,30.0,10.0,553.6,504.8,1058.4,1056.0,80.0,
120.0,30.0,15.0,536.4,486.0,1022.4,1092.0,80.0,
120.0,30.0,20.0,512.0,581.6,1093.6,1044.8,80.0,
120.0,30.0,25.0,487.6,566.8,1054.4,1084.0,70.0,
120.0,30.0,30.0,463.2,552.0,1015.2,1123.2,70.0,
120.0,30.0,35.0,438.8,537.2,976.0,1162.4,70.0,
120.0,30.0,40.0,414.4,522.4,936.8,1201.6,70.0,
140.0,35.0,10.0,276.0,-51.2,224.8,1301.2,70.0,
140.0,35.0,15.0,254.4,-74.0,180.4,1345.6,70.0,
140.0,35.0,20.0,232.8,-96.8,136.0,1390.0,70.0,
140.0,35.0,25.0,211.2,-119.6,91.6,1434.4,70.0,
140.0,35.0,30.0,189.6,-142.4,47.2,1478.8,70.0,
140.0,35.0,35.0,168.0,-165.2,2.8,1523.2,70.0,
140.0,35.0,40.0,293.2,-188.0,105.2,1448.8,70.0,
160.0,40.0,10.0,82.4,-2.4,80.0,1552.0,70.0,
160.0,40.0,15.0,59.6,-21.2,38.4,1593.6,70.0,
160.0,40.0,20.0,36.8,-40.0,-3.2,1635.2,70.0,
160.0,40.0,25.0,14.0,-58.8,-44.8,1676.8,60.0,
160.0,40.0,30.0,146.4,-77.6,68.8,1595.2,60.0,
160.0,40.0,35.0,127.6,-96.4,31.2,1632.8,60.0,
160.0,40.0,40.0,108.8,-115.2,-6.4,1670.4,60.0,
180.0,45.0,10.0,122.0,151.6,273.6,1760.4,80.0,
180.0,45.0,15.0,102.0,135.6,237.6,1796.4,80.0,
180.0,45.0,20.0,82.0,144.4,226.4,1807.6,80.0,
180.0,45.0,25.0,62.0,183.6,245.6,1824.4,80.0,
180.0,45.0,30.0,42.0,162.0,204.0,1866.0,80.0,
180.0,45.0,35.0,22.0,140.4,162.4,1907.6,80.0,
180.0,45.0,40.0,2.0,118.8,120.8,1949.2,80.0,
200.0,50.0,10.0,326.4,146.4,472.8,1867.2,90.0,
200.0,50.0,15.0,307.6,123.6,431.2,1908.8,90.0,
200.0,50.0,20.0,288.8,100.8,389.6,1950.4,90.0,
200.0,50.0,25.0,270.0,118.0,388.0,1992.0,90.0,
200.0,50.0,30.0,251.2,95.2,346.4,2033.6,80.0,
200.0,50.0,35.0,232.4,72.4,304.8,2075.2,80.0,
200.0,50.0,40.0,213.6,49.6,263.2,2116.8,70.0,
40.0,10.0,10.0,-215.2,-148.0,-363.2,1040.8,10.0,
