TP,OPP,DTS,PNL Long,PNL Short,PNL Totale,Max Drawdown,Win Rate %,Median_CSV
120.0,30.0,20.0,-114.9,42.7,-72.2,888.0,40.0,
120.0,30.0,30.0,-138.8,18.8,-120.0,935.8,40.0,
120.0,30.0,40.0,-162.6,-5.0,-167.6,983.4,30.0,
140.0,35.0,20.0,-440.5,-254.2,-694.7,1556.6,20.0,
140.0,35.0,30.0,-467.1,-281.9,-749.0,1607.7,20.0,
140.0,35.0,40.0,-492.5,-308.1,-800.6,1656.3,20.0,
160.0,40.0,20.0,-1243.2,-384.1,-1627.3,2604.8,20.0,
160.0,40.0,30.0,-1272.4,-416.4,-1688.8,2678.5,20.0,
160.0,40.0,40.0,-1301.4,-448.5,-1749.9,2739.6,20.0,
180.0,45.0,20.0,-1123.7,-932.4,-2056.1,3003.4,10.0,
180.0,45.0,30.0,-1152.0,-958.5,-2110.5,3057.8,10.0,
180.0,45.0,40.0,-1180.0,-984.4,-2164.4,3111.7,0.0,
60.0,15.0,20.0,-10.7,7.3,-3.4,414.9,40.0,
60.0,15.0,30.0,-28.8,-17.3,-46.1,457.6,40.0,
60.0,15.0,40.0,-14.9,-41.0,-55.9,477.1,40.0,
80.0,20.0,20.0,-80.4,-53.0,-133.4,586.9,30.0,
80.0,20.0,30.0,-105.6,-76.0,-181.6,635.1,20.0,
80.0,20.0,40.0,-130.2,-98.4,-228.6,682.1,20.0,
100.0,25.0,20.0,14.0,-66.4,-52.4,702.7,40.0,
100.0,25.0,30.0,-6.8,-85.0,-91.8,742.1,40.0,
100.0,25.0,40.0,-27.5,-103.6,-131.1,781.4,30.0,
120.0,30.0,20.0,30.2,-49.2,-19.0,837.8,50.0,
120.0,30.0,30.0,11.6,-67.8,-56.2,875.0,40.0,
120.0,30.0,40.0,-7.0,-86.4,-93.4,912.2,40.0,
140.0,35.0,20.0,-56.4,-330.3,-386.7,1280.3,30.0,
140.0,35.0,30.0,-34.5,-354.8,-389.3,1299.8,30.0,
140.0,35.0,40.0,-54.7,-324.3,-379.0,1301.0,40.0,
160.0,40.0,20.0,-376.2,-1319.7,-1695.9,2697.4,30.0,
160.0,40.0,30.0,-393.9,-1331.2,-1725.1,2726.6,30.0,
160.0,40.0,40.0,-411.5,-1342.6,-1754.1,2755.6,30.0,
180.0,45.0,20.0,-837.6,-1132.0,-1969.6,3090.7,20.0,
180.0,45.0,30.0,-857.5,-1141.3,-1998.8,3119.9,20.0,
180.0,45.0,40.0,-813.9,-1082.0,-1895.9,3047.4,30.0,
60.0,15.0,20.0,37.3,55.1,92.4,359.5,70.0,
60.0,15.0,30.0,17.1,40.2,57.3,394.6,70.0,
60.0,15.0,40.0,-2.3,26.0,23.7,428.2,60.0,
80.0,20.0,20.0,86.0,23.9,109.9,494.5,60.0,
80.0,20.0,30.0,60.8,0.7,61.5,542.9,50.0,
80.0,20.0,40.0,36.2,-23.9,12.3,592.1,50.0,
100.0,25.0,20.0,3.0,-49.6,-46.6,724.8,20.0,
100.0,25.0,30.0,-30.6,-75.7,-106.3,784.5,20.0,
100.0,25.0,40.0,-63.8,-57.1,-120.9,813.7,30.0,
120.0,30.0,20.0,-1.2,-50.5,-51.7,865.0,30.0,
120.0,30.0,30.0,-22.9,-76.6,-99.5,921.9,30.0,
120.0,30.0,40.0,14.1,-99.8,-85.7,926.3,40.0,
140.0,35.0,20.0,-281.3,-390.5,-671.8,1514.9,20.0,
140.0,35.0,30.0,-303.7,-365.4,-669.1,1522.8,30.0,
140.0,35.0,40.0,-324.7,-388.6,-713.3,1567.0,30.0,
160.0,40.0,20.0,-816.0,-1068.9,-1884.9,2839.0,40.0,
160.0,40.0,30.0,-831.5,-1072.2,-1903.7,2870.0,40.0,
160.0,40.0,40.0,-847.0,-1087.7,-1934.7,2901.0,40.0,
180.0,45.0,20.0,-763.1,-1040.9,-1804.0,2867.9,30.0,
180.0,45.0,30.0,-710.0,-997.4,-1707.4,2805.8,40.0,
180.0,45.0,40.0,-719.3,-1006.7,-1726.0,2824.4,40.0,
60.0,15.0,20.0,-8.2,70.1,61.9,423.0,70.0,
60.0,15.0,30.0,0.7,72.3,73.0,421.7,60.0,
60.0,15.0,40.0,49.2,50.7,99.9,408.1,70.0,
80.0,20.0,20.0,-7.7,79.3,71.6,522.1,50.0,
80.0,20.0,30.0,-30.7,58.5,27.8,565.9,40.0,
80.0,20.0,40.0,-53.1,35.9,-17.2,610.9,40.0,
100.0,25.0,20.0,-80.3,59.9,-20.4,765.3,40.0,
100.0,25.0,30.0,-102.0,33.8,-68.2,813.1,40.0,
100.0,25.0,40.0,-80.0,52.4,-27.6,789.7,40.0,
120.0,30.0,20.0,-132.2,108.5,-23.7,925.8,40.0,
120.0,30.0,30.0,-156.1,87.7,-68.4,970.5,30.0,
120.0,30.0,40.0,-179.9,67.0,-112.9,1015.0,30.0,
140.0,35.0,20.0,-528.5,-126.8,-655.3,1510.2,20.0,
140.0,35.0,30.0,-556.2,-159.8,-716.0,1570.9,20.0,
140.0,35.0,40.0,-582.4,-135.4,-717.8,1584.2,20.0,
160.0,40.0,20.0,-1207.8,-435.6,-1643.4,2599.2,20.0,
160.0,40.0,30.0,-1180.5,-460.4,-1640.9,2610.3,30.0,
160.0,40.0,40.0,-1201.2,-485.2,-1686.4,2668.0,30.0,
180.0,45.0,20.0,-1152.7,-46.4,-1199.1,2529.9,40.0,
180.0,45.0,30.0,-1158.9,-68.1,-1227.0,2571.5,40.0,
180.0,45.0,40.0,-1165.1,-89.8,-1254.9,2599.4,40.0,
60.0,15.0,20.0,60.0,-32.1,27.9,401.8,60.0,
60.0,15.0,30.0,71.1,-63.3,7.8,435.2,60.0,
60.0,15.0,40.0,57.7,-95.3,-37.6,480.6,40.0,
80.0,20.0,20.0,42.2,65.4,107.6,538.1,60.0,
80.0,20.0,30.0,19.2,42.4,61.6,584.1,60.0,
80.0,20.0,40.0,-3.2,20.0,16.8,628.9,40.0,
100.0,25.0,20.0,-59.3,-12.1,-71.4,761.3,40.0,
100.0,25.0,30.0,-85.4,-38.2,-123.6,813.5,40.0,
100.0,25.0,40.0,-111.3,-19.6,-130.9,831.6,40.0,
120.0,30.0,20.0,-247.7,-75.8,-323.5,1005.1,30.0,
120.0,30.0,30.0,-228.2,-107.2,-335.4,1023.1,40.0,
120.0,30.0,40.0,-252.0,-138.3,-390.3,1078.0,40.0,
140.0,35.0,20.0,-442.1,-33.0,-475.1,1269.0,30.0,
140.0,35.0,30.0,-467.7,-4.7,-472.4,1283.2,40.0,
140.0,35.0,40.0,-432.7,-24.9,-457.6,1282.2,40.0,
160.0,40.0,20.0,-1381.4,-550.3,-1931.7,2786.6,20.0,
160.0,40.0,30.0,-1396.9,-568.9,-1965.8,2820.7,20.0,
160.0,40.0,40.0,-1412.4,-587.5,-1999.9,2854.8,20.0,
180.0,45.0,20.0,-1110.4,-970.2,-2080.6,3311.5,50.0,
180.0,45.0,30.0,-1110.4,-982.6,-2093.0,3323.9,50.0,
180.0,45.0,40.0,-1110.4,-995.0,-2105.4,3336.3,50.0,
60.0,15.0,20.0,-5.5,-36.6,-42.1,410.7,40.0,
60.0,15.0,30.0,-31.8,-18.5,-50.3,424.0,40.0,
60.0,15.0,40.0,-58.6,-24.5,-83.1,456.8,40.0,
80.0,20.0,20.0,-13.5,70.4,56.9,536.1,60.0,
80.0,20.0,30.0,-32.1,54.7,22.6,570.4,50.0,
80.0,20.0,40.0,-50.1,37.5,-12.6,605.6,40.0,
100.0,25.0,20.0,56.8,44.7,101.5,643.4,70.0,
100.0,25.0,30.0,36.0,29.2,65.2,679.7,60.0,
100.0,25.0,40.0,15.3,13.7,29.0,715.9,50.0,
120.0,30.0,20.0,17.0,-117.2,-100.2,884.7,40.0,
120.0,30.0,30.0,-3.8,-143.3,-147.1,931.6,30.0,
120.0,30.0,40.0,-24.5,-169.2,-193.7,978.2,30.0,
140.0,35.0,20.0,-324.1,-37.7,-361.8,1327.0,40.0,
140.0,35.0,30.0,-348.6,-62.2,-410.8,1376.0,40.0,
140.0,35.0,40.0,-371.8,-85.4,-457.2,1422.4,40.0,
160.0,40.0,20.0,-384.8,-656.5,-1041.3,2021.9,20.0,
160.0,40.0,30.0,-411.8,-675.1,-1086.9,2067.4,20.0,
160.0,40.0,40.0,-438.7,-693.7,-1132.4,2125.1,20.0,
180.0,45.0,20.0,-888.8,-641.7,-1530.5,3067.4,20.0,
180.0,45.0,30.0,-898.1,-656.3,-1554.4,3091.3,20.0,
180.0,45.0,40.0,-907.4,-670.8,-1578.2,3115.1,20.0,
60.0,15.0,20.0,-44.8,34.4,-10.4,422.1,50.0,
60.0,15.0,30.0,-40.9,11.0,-29.9,456.6,40.0,
60.0,15.0,40.0,-62.5,-11.4,-73.9,500.6,30.0,
80.0,20.0,20.0,-38.7,53.0,14.3,516.1,40.0,
80.0,20.0,30.0,-57.3,37.5,-19.8,556.2,40.0,
80.0,20.0,40.0,-75.3,26.1,-49.2,591.6,40.0,
100.0,25.0,20.0,-54.5,59.2,4.7,639.0,40.0,
100.0,25.0,30.0,-75.3,41.5,-33.8,677.5,40.0,
100.0,25.0,40.0,-96.0,23.9,-72.1,715.8,40.0,
120.0,30.0,20.0,-127.2,11.4,-115.8,881.9,30.0,
120.0,30.0,30.0,-151.1,-9.4,-160.5,926.6,30.0,
120.0,30.0,40.0,-174.9,-30.1,-205.0,971.1,30.0,
140.0,35.0,20.0,-488.4,-57.2,-545.6,1427.8,30.0,
140.0,35.0,30.0,-510.8,-83.8,-594.6,1487.4,30.0,
140.0,35.0,40.0,-531.8,-109.2,-641.0,1533.8,30.0,
160.0,40.0,20.0,-934.6,-310.4,-1245.0,2153.6,30.0,
160.0,40.0,30.0,-953.2,-331.2,-1284.4,2193.0,30.0,
160.0,40.0,40.0,-971.8,-351.9,-1323.7,2232.3,30.0,
180.0,45.0,20.0,-965.1,-930.7,-1895.8,2905.7,40.0,
180.0,45.0,30.0,-971.3,-940.0,-1911.3,2921.2,30.0,
180.0,45.0,40.0,-977.5,-949.3,-1926.8,2936.7,30.0,
60.0,15.0,20.0,53.4,-70.4,-17.0,438.7,40.0,
60.0,15.0,30.0,32.1,-85.3,-53.2,474.9,40.0,
60.0,15.0,40.0,11.9,-99.5,-87.6,509.3,40.0,
80.0,20.0,20.0,48.6,-30.5,18.1,532.9,50.0,
80.0,20.0,30.0,23.4,-51.3,-27.9,578.9,40.0,
80.0,20.0,40.0,-1.2,-71.5,-72.7,629.7,40.0,
100.0,25.0,20.0,41.4,29.2,70.6,684.6,50.0,
100.0,25.0,30.0,17.5,11.9,29.4,733.4,30.0,
100.0,25.0,40.0,-6.3,-10.9,-17.2,780.0,30.0,
120.0,30.0,20.0,-14.2,-24.2,-38.4,871.9,40.0,
120.0,30.0,30.0,-38.1,-48.1,-86.2,919.7,40.0,
120.0,30.0,40.0,-61.9,-21.7,-83.6,927.0,50.0,
140.0,35.0,20.0,-245.1,-204.9,-450.0,1431.3,20.0,
140.0,35.0,30.0,-277.0,-224.1,-501.1,1492.4,20.0,
140.0,35.0,40.0,-307.6,-252.5,-560.1,1551.4,20.0,
160.0,40.0,20.0,-547.5,-567.7,-1115.2,2252.7,20.0,
160.0,40.0,30.0,-576.7,-545.7,-1122.4,2273.5,20.0,
160.0,40.0,40.0,-605.7,-571.6,-1177.3,2328.4,20.0,
180.0,45.0,20.0,-912.1,-1004.2,-1916.3,3162.4,20.0,
180.0,45.0,30.0,-924.5,-1018.8,-1943.3,3189.4,20.0,
180.0,45.0,40.0,-936.9,-1033.3,-1970.2,3216.3,20.0,
60.0,15.0,20.0,-79.4,-62.0,-141.4,519.9,10.0,
60.0,15.0,30.0,-91.6,-66.2,-157.8,556.2,10.0,
60.0,15.0,40.0,-54.4,-58.8,-113.2,528.7,40.0,
80.0,20.0,20.0,-20.0,-74.4,-94.4,665.3,20.0,
80.0,20.0,30.0,-56.9,-101.4,-158.3,735.2,10.0,
80.0,20.0,40.0,-94.9,-127.6,-222.5,799.4,10.0,
100.0,25.0,20.0,28.6,-78.5,-49.9,748.0,50.0,
100.0,25.0,30.0,14.5,-97.0,-82.5,803.4,50.0,
100.0,25.0,40.0,-7.2,-122.9,-130.1,851.0,40.0,
120.0,30.0,20.0,59.5,-131.1,-71.6,972.2,40.0,
120.0,30.0,30.0,32.5,-152.8,-120.3,1020.9,40.0,
120.0,30.0,40.0,14.7,-165.4,-150.7,1069.5,30.0,
140.0,35.0,20.0,-229.7,-348.4,-578.1,1521.1,40.0,
140.0,35.0,30.0,-254.2,-370.8,-625.0,1568.0,40.0,
140.0,35.0,40.0,-277.4,-391.8,-669.2,1612.2,40.0,
160.0,40.0,20.0,-1014.0,-391.6,-1405.6,2410.5,30.0,
160.0,40.0,30.0,-1029.5,-413.3,-1442.8,2447.7,30.0,
160.0,40.0,40.0,-1045.0,-435.0,-1480.0,2484.9,30.0,
180.0,45.0,20.0,-1184.2,-797.5,-1981.7,3139.5,40.0,
180.0,45.0,30.0,-1196.6,-817.4,-2014.0,3171.8,40.0,
180.0,45.0,40.0,-1209.0,-837.1,-2046.1,3203.9,40.0,
60.0,15.0,20.0,-53.7,14.4,-39.3,418.1,50.0,
60.0,15.0,30.0,-62.0,-9.0,-71.0,454.3,50.0,
60.0,15.0,40.0,-74.0,-31.4,-105.4,488.7,40.0,
80.0,20.0,20.0,40.0,-98.8,-58.8,563.2,40.0,
80.0,20.0,30.0,24.5,-113.8,-89.3,599.7,40.0,
80.0,20.0,40.0,14.9,-136.2,-121.3,631.7,40.0,
100.0,25.0,20.0,98.4,18.9,117.3,633.3,60.0,
100.0,25.0,30.0,84.2,11.0,95.2,663.0,60.0,
100.0,25.0,40.0,66.6,-4.5,62.1,696.1,60.0,
120.0,30.0,20.0,102.2,-37.9,64.3,811.8,60.0,
120.0,30.0,30.0,78.3,-53.4,24.9,851.2,60.0,
120.0,30.0,40.0,54.5,-68.9,-14.4,899.6,60.0,
140.0,35.0,20.0,-125.7,-327.8,-453.5,1418.2,30.0,
140.0,35.0,30.0,-95.3,-300.6,-395.9,1386.8,40.0,
140.0,35.0,40.0,-113.3,-315.6,-428.9,1419.8,40.0,
160.0,40.0,20.0,-271.4,-1023.0,-1294.4,2467.9,20.0,
160.0,40.0,30.0,-298.4,-1034.5,-1332.9,2506.4,20.0,
160.0,40.0,40.0,-325.3,-1045.9,-1371.2,2544.7,20.0,
180.0,45.0,20.0,-679.9,-937.4,-1617.3,2994.4,40.0,
180.0,45.0,30.0,-691.4,-940.5,-1631.9,3009.0,40.0,
180.0,45.0,40.0,-702.8,-943.6,-1646.4,3023.5,40.0,
60.0,15.0,20.0,44.1,61.6,105.7,363.8,60.0,
60.0,15.0,30.0,37.1,43.9,81.0,402.0,60.0,
60.0,15.0,40.0,22.1,26.7,48.8,434.2,50.0,
80.0,20.0,20.0,81.8,-23.8,58.0,547.2,50.0,
80.0,20.0,30.0,66.3,-44.6,21.7,583.5,50.0,
80.0,20.0,40.0,51.3,-65.4,-14.1,619.3,50.0,
100.0,25.0,20.0,31.9,2.7,34.6,661.6,40.0,
100.0,25.0,30.0,13.3,-18.1,-4.8,701.0,40.0,
100.0,25.0,40.0,-5.3,-38.8,-44.1,740.3,40.0,
120.0,30.0,20.0,-2.1,-111.3,-113.4,859.7,50.0,
120.0,30.0,30.0,-17.6,-129.9,-147.5,893.8,40.0,
120.0,30.0,40.0,-33.1,-148.5,-181.6,927.9,40.0,
140.0,35.0,20.0,-238.6,-360.2,-598.8,1434.7,50.0,
140.0,35.0,30.0,-254.6,-379.4,-634.0,1469.9,50.0,
140.0,35.0,40.0,-269.6,-397.4,-667.0,1502.9,50.0,
160.0,40.0,20.0,-1218.0,-877.1,-2095.1,3018.8,40.0,
160.0,40.0,30.0,-1235.7,-889.5,-2125.2,3048.9,40.0,
160.0,40.0,40.0,-1253.3,-901.9,-2155.2,3078.9,40.0,
180.0,45.0,20.0,-1173.5,-964.1,-2137.6,3175.9,40.0,
180.0,45.0,30.0,-1126.9,-907.9,-2034.8,3109.0,50.0,
180.0,45.0,40.0,-1133.1,-914.1,-2047.2,3121.4,50.0,
60.0,15.0,20.0,61.3,-50.9,10.4,397.5,60.0,
60.0,15.0,30.0,46.4,-71.8,-25.4,433.3,50.0,
60.0,15.0,40.0,32.2,-92.0,-59.8,467.7,50.0,
80.0,20.0,20.0,60.6,-55.5,5.1,561.1,40.0,
80.0,20.0,30.0,42.9,-82.5,-39.6,605.8,40.0,
80.0,20.0,40.0,25.7,-102.7,-77.0,649.2,40.0,
100.0,25.0,20.0,-31.9,-87.4,-119.3,763.3,30.0,
100.0,25.0,30.0,-63.3,-116.6,-179.9,823.9,20.0,
100.0,25.0,40.0,-94.4,-145.6,-240.0,884.0,20.0,
120.0,30.0,20.0,-159.8,-77.1,-236.9,1007.0,20.0,
120.0,30.0,30.0,-189.9,-106.3,-296.2,1066.3,20.0,
120.0,30.0,40.0,-219.9,-135.3,-355.2,1125.3,20.0,
140.0,35.0,20.0,-456.7,-287.4,-744.1,1566.4,0.0,
140.0,35.0,30.0,-444.4,-309.8,-754.2,1588.0,10.0,
140.0,35.0,40.0,-473.6,-330.8,-804.4,1638.2,10.0,
160.0,40.0,20.0,-231.6,-821.8,-1053.4,2123.7,10.0,
160.0,40.0,30.0,-263.9,-789.5,-1053.4,2136.0,20.0,
160.0,40.0,40.0,-233.6,-754.7,-988.3,2100.4,30.0,
180.0,45.0,20.0,-986.0,-1057.2,-2043.2,3156.1,10.0,
180.0,45.0,30.0,-941.3,-1022.1,-1963.4,3106.7,10.0,
180.0,45.0,40.0,-958.9,-971.1,-1930.0,3087.1,20.0,
60.0,15.0,20.0,-35.2,10.8,-24.4,440.8,40.0,
60.0,15.0,30.0,-58.6,-14.5,-73.1,498.5,40.0,
60.0,15.0,40.0,-81.0,-38.4,-119.4,549.3,40.0,
80.0,20.0,20.0,-89.0,42.2,-46.8,567.9,30.0,
80.0,20.0,30.0,-110.7,55.9,-54.8,590.5,40.0,
80.0,20.0,40.0,-131.7,40.9,-90.8,626.5,40.0,
100.0,25.0,20.0,8.8,21.7,30.5,658.8,60.0,
100.0,25.0,30.0,-9.8,6.2,-3.6,692.9,60.0,
100.0,25.0,40.0,-28.4,-9.3,-37.7,727.0,60.0,
120.0,30.0,20.0,-26.8,-115.9,-142.7,923.1,50.0,
120.0,30.0,30.0,-42.3,-134.5,-176.8,957.2,50.0,
120.0,30.0,40.0,-57.8,-153.1,-210.9,991.3,50.0,
140.0,35.0,20.0,-252.7,-110.9,-363.6,1268.7,50.0,
140.0,35.0,30.0,-268.7,-126.9,-395.6,1300.7,50.0,
140.0,35.0,40.0,-283.7,-141.9,-425.6,1330.7,50.0,
160.0,40.0,20.0,-727.2,-362.4,-1089.6,2078.0,50.0,
160.0,40.0,30.0,-736.5,-377.9,-1114.4,2102.8,50.0,
160.0,40.0,40.0,-745.8,-331.0,-1076.8,2077.5,60.0,
180.0,45.0,20.0,-957.7,-703.0,-1660.7,2759.7,40.0,
180.0,45.0,30.0,-960.8,-714.5,-1675.3,2774.3,40.0,
180.0,45.0,40.0,-963.9,-725.9,-1689.8,2788.8,40.0,
60.0,15.0,20.0,-51.5,-41.3,-92.8,456.5,20.0,
60.0,15.0,30.0,-72.8,-75.3,-148.1,511.8,20.0,
60.0,15.0,40.0,-93.0,-108.1,-201.1,564.8,20.0,
80.0,20.0,20.0,-19.2,-28.3,-47.5,570.0,30.0,
80.0,20.0,30.0,-40.0,-54.4,-94.4,616.9,30.0,
80.0,20.0,40.0,-60.2,-79.8,-140.0,662.5,30.0,
100.0,25.0,20.0,-13.6,-35.9,-49.5,727.8,60.0,
100.0,25.0,30.0,-37.5,-57.6,-95.1,773.4,40.0,
100.0,25.0,40.0,-61.3,-79.3,-140.6,818.9,40.0,
120.0,30.0,20.0,-9.7,-228.8,-238.5,1018.4,40.0,
120.0,30.0,30.0,10.2,-258.0,-247.8,1036.8,40.0,
120.0,30.0,40.0,-8.4,-287.0,-295.4,1084.4,30.0,
140.0,35.0,20.0,-265.6,-315.2,-580.8,1423.9,30.0,
140.0,35.0,30.0,-288.0,-345.0,-633.0,1486.7,30.0,
140.0,35.0,40.0,-253.2,-319.7,-572.9,1449.6,40.0,
160.0,40.0,20.0,-814.2,-1032.4,-1846.6,2857.4,20.0,
160.0,40.0,30.0,-845.6,-1044.8,-1890.4,2901.2,20.0,
160.0,40.0,40.0,-876.7,-1057.2,-1933.9,2944.7,20.0,
180.0,45.0,20.0,-614.5,-1094.6,-1709.1,2866.2,20.0,
