TP,OPP,DTS,PNL Long,PNL Short,PNL Totale,Max Drawdown,Win Rate %,Median_CSV
60.0,15.0,10.0,67.7,54.8,122.5,332.5,70.0,
60.0,15.0,20.0,68.0,64.7,132.7,341.1,70.0,
60.0,15.0,30.0,45.7,51.9,97.6,376.2,60.0,
80.0,20.0,10.0,10.1,120.7,130.8,466.6,60.0,
80.0,20.0,20.0,-10.6,106.2,95.6,507.8,50.0,
80.0,20.0,30.0,-31.4,91.6,60.2,543.2,50.0,
100.0,25.0,10.0,3.1,37.2,40.3,620.3,60.0,
100.0,25.0,20.0,-19.7,19.6,-0.1,668.3,50.0,
100.0,25.0,30.0,-42.7,1.9,-40.8,709.0,50.0,
120.0,30.0,10.0,106.5,90.3,196.8,769.3,60.0,
120.0,30.0,20.0,86.4,72.3,158.7,816.5,60.0,
120.0,30.0,30.0,65.6,53.7,119.3,865.0,60.0,
40.0,10.0,10.0,48.4,-32.0,16.4,265.0,50.0,
40.0,10.0,20.0,30.8,-43.8,-13.0,300.4,50.0,
40.0,10.0,30.0,34.6,-59.7,-25.1,315.5,40.0,
60.0,15.0,10.0,-48.6,-16.4,-65.0,441.7,40.0,
60.0,15.0,20.0,-51.6,-19.1,-70.7,477.2,30.0,
60.0,15.0,30.0,-79.3,-44.6,-123.9,530.4,20.0,
80.0,20.0,10.0,-46.9,-30.8,-77.7,536.6,20.0,
80.0,20.0,20.0,-70.7,-51.7,-122.4,599.3,20.0,
80.0,20.0,30.0,-93.0,-77.1,-170.1,653.0,20.0,
100.0,25.0,10.0,-77.5,2.4,-75.1,645.6,30.0,
100.0,25.0,20.0,-99.2,-15.9,-115.1,693.2,30.0,
100.0,25.0,30.0,-78.1,-1.4,-79.5,684.6,40.0,
120.0,30.0,10.0,-37.5,-19.0,-56.5,803.4,40.0,
120.0,30.0,20.0,-53.6,-42.1,-95.7,851.7,40.0,
120.0,30.0,30.0,-79.7,-66.0,-145.7,901.7,30.0,
40.0,10.0,10.0,-80.1,18.5,-61.6,259.5,30.0,
40.0,10.0,20.0,-98.9,-0.2,-99.1,297.0,20.0,
40.0,10.0,30.0,-114.9,-19.2,-134.1,335.0,20.0,
60.0,15.0,10.0,-63.3,29.4,-33.9,448.9,40.0,
60.0,15.0,20.0,-96.1,11.4,-84.7,499.7,30.0,
60.0,15.0,30.0,-130.2,-7.8,-138.0,553.0,20.0,
80.0,20.0,10.0,-26.0,-84.1,-110.1,629.0,30.0,
80.0,20.0,20.0,-47.7,-119.3,-167.0,697.9,30.0,
80.0,20.0,30.0,-69.4,-114.2,-183.6,726.7,20.0,
100.0,25.0,10.0,8.1,-28.4,-20.3,715.9,50.0,
100.0,25.0,20.0,-15.7,-45.6,-61.3,764.5,40.0,
100.0,25.0,30.0,-39.6,-70.4,-110.0,813.2,30.0,
120.0,30.0,10.0,-5.7,-64.6,-70.3,856.2,20.0,
120.0,30.0,20.0,-26.7,-90.7,-117.4,912.4,20.0,
120.0,30.0,30.0,-48.4,-117.7,-166.1,961.1,20.0,
40.0,10.0,10.0,-5.7,28.6,22.9,292.4,60.0,
40.0,10.0,20.0,-22.4,27.3,4.9,317.7,50.0,
40.0,10.0,30.0,-53.8,35.4,-18.4,344.0,60.0,
60.0,15.0,10.0,22.7,17.0,39.7,383.5,50.0,
60.0,15.0,20.0,-0.1,2.0,1.9,425.8,50.0,
60.0,15.0,30.0,-0.3,-15.7,-16.0,448.8,40.0,
80.0,20.0,10.0,-22.4,-0.1,-22.5,521.7,40.0,
80.0,20.0,20.0,-45.2,-14.8,-60.0,565.2,30.0,
80.0,20.0,30.0,-68.2,-23.6,-91.8,609.0,30.0,
100.0,25.0,10.0,-87.3,-1.5,-88.8,733.7,30.0,
100.0,25.0,20.0,-81.9,-23.2,-105.1,766.2,30.0,
100.0,25.0,30.0,-111.1,-44.9,-156.0,824.7,20.0,
120.0,30.0,10.0,-58.0,-223.0,-281.0,1053.1,10.0,
120.0,30.0,20.0,-84.1,-212.7,-296.8,1078.8,20.0,
120.0,30.0,30.0,-111.1,-236.6,-347.7,1138.8,20.0,
40.0,10.0,10.0,-59.1,55.0,-4.1,280.2,40.0,
40.0,10.0,20.0,-82.0,33.1,-48.9,325.0,30.0,
40.0,10.0,30.0,-108.1,11.0,-97.1,379.2,30.0,
60.0,15.0,10.0,54.1,81.7,135.8,326.4,70.0,
60.0,15.0,20.0,57.0,66.7,123.7,349.0,70.0,
60.0,15.0,30.0,40.0,50.7,90.7,382.0,70.0,
80.0,20.0,10.0,18.9,42.2,61.1,517.9,70.0,
80.0,20.0,20.0,22.2,52.7,74.9,523.7,60.0,
80.0,20.0,30.0,1.4,35.0,36.4,562.2,50.0,
100.0,25.0,10.0,-24.5,7.1,-17.4,688.1,50.0,
100.0,25.0,20.0,-17.4,-13.6,-31.0,711.7,40.0,
100.0,25.0,30.0,-31.5,-34.4,-65.9,761.8,40.0,
120.0,30.0,10.0,136.9,-76.1,60.8,774.8,40.0,
120.0,30.0,20.0,121.9,-96.2,25.7,809.9,40.0,
120.0,30.0,30.0,106.4,-117.0,-10.6,846.2,40.0,
40.0,10.0,10.0,9.8,11.5,21.3,276.0,50.0,
40.0,10.0,20.0,19.8,22.7,42.5,270.0,50.0,
40.0,10.0,30.0,-0.1,5.0,4.9,307.6,50.0,
60.0,15.0,10.0,22.9,-40.5,-17.6,439.8,40.0,
60.0,15.0,20.0,-1.7,-64.4,-66.1,497.3,30.0,
60.0,15.0,30.0,-2.6,-94.6,-97.2,548.6,20.0,
80.0,20.0,10.0,69.0,56.8,125.8,509.2,70.0,
80.0,20.0,20.0,51.4,33.0,84.4,550.6,60.0,
80.0,20.0,30.0,33.7,43.4,77.1,570.7,50.0,
100.0,25.0,10.0,88.8,-60.2,28.6,661.1,60.0,
100.0,25.0,20.0,73.3,-84.0,-10.7,700.4,50.0,
100.0,25.0,30.0,57.8,-107.9,-50.1,739.8,40.0,
120.0,30.0,10.0,-3.2,64.0,60.8,761.4,60.0,
120.0,30.0,20.0,-23.3,46.9,23.6,798.6,60.0,
120.0,30.0,30.0,-44.1,29.2,-14.9,837.1,60.0,
40.0,10.0,10.0,33.5,-13.3,20.2,267.4,60.0,
40.0,10.0,20.0,32.1,-38.1,-6.0,297.5,50.0,
40.0,10.0,30.0,14.4,-62.4,-48.0,339.5,50.0,
60.0,15.0,10.0,68.6,-4.8,63.8,410.4,70.0,
60.0,15.0,20.0,50.7,4.0,54.7,442.2,50.0,
60.0,15.0,30.0,37.2,-12.0,25.2,480.7,50.0,
80.0,20.0,10.0,94.0,93.2,187.2,474.3,60.0,
80.0,20.0,20.0,75.4,81.6,157.0,506.8,50.0,
80.0,20.0,30.0,56.8,63.9,120.7,540.8,50.0,
100.0,25.0,10.0,90.2,-6.5,83.7,659.4,50.0,
100.0,25.0,20.0,66.4,-25.1,41.3,708.5,50.0,
100.0,25.0,30.0,50.1,-43.7,6.4,751.0,50.0,
120.0,30.0,10.0,56.3,-24.6,31.7,861.5,60.0,
120.0,30.0,20.0,38.3,-33.5,4.8,897.5,60.0,
120.0,30.0,30.0,19.7,-52.1,-32.4,934.7,50.0,
40.0,10.0,10.0,-6.3,-83.8,-90.1,310.2,20.0,
40.0,10.0,20.0,-26.0,-109.7,-135.7,355.8,20.0,
40.0,10.0,30.0,-45.9,-135.8,-181.7,401.8,10.0,
60.0,15.0,10.0,-21.9,121.7,99.8,358.7,60.0,
60.0,15.0,20.0,-47.3,109.7,62.4,400.6,60.0,
60.0,15.0,30.0,-73.9,96.9,23.0,440.0,40.0,
80.0,20.0,10.0,85.4,-36.1,49.3,556.4,40.0,
80.0,20.0,20.0,66.8,-63.0,3.8,607.9,30.0,
80.0,20.0,30.0,48.2,-90.0,-41.8,653.5,30.0,
100.0,25.0,10.0,74.7,-18.2,56.5,656.3,60.0,
100.0,25.0,20.0,93.6,-36.8,56.8,662.9,60.0,
100.0,25.0,30.0,78.1,-55.4,22.7,704.6,50.0,
120.0,30.0,10.0,208.5,-196.7,11.8,908.1,40.0,
120.0,30.0,20.0,190.5,-224.9,-34.4,954.3,40.0,
120.0,30.0,30.0,171.9,-254.1,-82.2,1002.1,40.0,
40.0,10.0,10.0,35.9,-27.7,8.2,246.0,50.0,
40.0,10.0,20.0,19.3,-33.9,-14.6,271.8,30.0,
40.0,10.0,30.0,28.3,-40.1,-11.8,276.1,40.0,
60.0,15.0,10.0,40.6,-0.8,39.8,392.3,40.0,
60.0,15.0,20.0,18.2,-6.9,11.3,434.5,30.0,
60.0,15.0,30.0,-5.6,-29.0,-34.6,484.9,30.0,
80.0,20.0,10.0,-41.3,69.0,27.7,525.8,40.0,
80.0,20.0,20.0,-65.1,51.4,-13.7,567.2,40.0,
80.0,20.0,30.0,-89.0,33.5,-55.5,615.0,40.0,
100.0,25.0,10.0,67.3,36.7,104.0,611.5,60.0,
100.0,25.0,20.0,46.6,8.7,55.3,667.8,50.0,
100.0,25.0,30.0,25.8,-19.6,6.2,716.9,30.0,
120.0,30.0,10.0,-173.4,34.7,-138.7,930.2,30.0,
120.0,30.0,20.0,-196.5,13.7,-182.8,983.4,30.0,
120.0,30.0,30.0,-217.7,1.1,-216.6,1026.3,30.0,
40.0,10.0,10.0,28.7,26.6,55.3,265.7,50.0,
40.0,10.0,20.0,28.6,35.8,64.4,267.1,50.0,
40.0,10.0,30.0,14.9,17.7,32.6,298.9,50.0,
60.0,15.0,10.0,-1.2,11.0,9.8,424.9,40.0,
60.0,15.0,20.0,-4.3,-13.8,-18.1,473.8,40.0,
60.0,15.0,30.0,-30.2,-3.1,-33.3,518.3,30.0,
80.0,20.0,10.0,27.5,-10.7,16.8,548.0,50.0,
80.0,20.0,20.0,1.6,-46.0,-44.4,609.2,30.0,
80.0,20.0,30.0,11.6,-12.8,-1.2,605.4,40.0,
100.0,25.0,10.0,-96.5,-71.3,-167.8,768.1,20.0,
100.0,25.0,20.0,-125.5,-97.2,-222.7,823.0,20.0,
100.0,25.0,30.0,-154.7,-123.3,-278.0,878.3,20.0,
120.0,30.0,10.0,-131.8,-156.8,-288.6,1034.5,30.0,
120.0,30.0,20.0,-151.9,-180.8,-332.7,1078.6,30.0,
120.0,30.0,30.0,-172.7,-196.5,-369.2,1124.2,30.0,
40.0,10.0,10.0,31.9,-3.7,28.2,265.2,60.0,
40.0,10.0,20.0,52.9,-24.6,28.3,278.9,40.0,
40.0,10.0,30.0,66.3,-46.7,19.6,293.8,50.0,
60.0,15.0,10.0,21.0,47.0,68.0,376.0,50.0,
60.0,15.0,20.0,11.3,51.7,63.0,395.5,50.0,
60.0,15.0,30.0,-3.7,31.9,28.2,430.3,40.0,
80.0,20.0,10.0,-102.2,23.6,-78.6,578.7,30.0,
80.0,20.0,20.0,-96.9,23.5,-73.4,593.1,40.0,
80.0,20.0,30.0,-120.1,-2.6,-122.7,642.4,30.0,
100.0,25.0,10.0,14.1,34.8,48.9,631.2,70.0,
100.0,25.0,20.0,1.0,48.5,49.5,646.8,60.0,
100.0,25.0,30.0,-19.8,27.7,7.9,696.0,60.0,
120.0,30.0,10.0,-24.1,40.4,16.3,758.9,60.0,
120.0,30.0,20.0,-42.1,26.4,-15.7,809.1,60.0,
120.0,30.0,30.0,-60.7,2.5,-58.2,851.6,50.0,
40.0,10.0,10.0,25.6,47.0,72.6,228.0,60.0,
40.0,10.0,20.0,5.9,27.3,33.2,270.4,50.0,
40.0,10.0,30.0,-14.0,9.6,-4.4,308.0,40.0,
60.0,15.0,10.0,16.5,43.1,59.6,371.7,70.0,
60.0,15.0,20.0,-8.1,22.0,13.9,426.4,60.0,
60.0,15.0,30.0,-33.6,-1.4,-35.0,479.8,50.0,
80.0,20.0,10.0,83.5,33.4,116.9,471.1,80.0,
80.0,20.0,20.0,60.7,12.7,73.4,514.6,60.0,
80.0,20.0,30.0,43.7,-2.1,41.6,570.4,50.0,
100.0,25.0,10.0,-31.5,0.8,-30.7,672.1,30.0,
100.0,25.0,20.0,-59.5,-17.8,-77.3,718.7,30.0,
100.0,25.0,30.0,-48.5,-35.1,-83.6,741.2,40.0,
120.0,30.0,10.0,-193.1,-14.1,-207.2,900.3,30.0,
120.0,30.0,20.0,-195.5,-39.3,-234.8,927.9,30.0,
120.0,30.0,30.0,-224.7,-65.4,-290.1,992.3,20.0,
40.0,10.0,10.0,20.7,-36.9,-16.2,281.1,40.0,
40.0,10.0,20.0,1.0,-56.6,-55.6,323.5,30.0,
40.0,10.0,30.0,-18.9,-64.2,-83.1,357.0,30.0,
60.0,15.0,10.0,31.6,-45.4,-13.8,435.6,30.0,
60.0,15.0,20.0,16.6,-79.0,-62.4,488.7,30.0,
60.0,15.0,30.0,0.6,-84.3,-83.7,514.7,40.0,
80.0,20.0,10.0,-72.5,-16.3,-88.8,615.9,40.0,
80.0,20.0,20.0,-107.8,-41.1,-148.9,682.0,20.0,
80.0,20.0,30.0,-143.6,-65.9,-209.5,742.6,20.0,
100.0,25.0,10.0,-134.4,-29.1,-163.5,844.2,20.0,
100.0,25.0,20.0,-164.4,-53.9,-218.3,903.5,20.0,
100.0,25.0,30.0,-186.9,-78.7,-265.6,956.8,10.0,
120.0,30.0,10.0,-174.7,-134.0,-308.7,1078.6,30.0,
120.0,30.0,20.0,-201.7,-116.7,-318.4,1106.5,30.0,
120.0,30.0,30.0,-229.6,-140.6,-370.2,1158.3,20.0,
40.0,10.0,10.0,-26.2,-17.8,-44.0,269.6,40.0,
40.0,10.0,20.0,-25.3,-7.0,-32.3,274.1,50.0,
40.0,10.0,30.0,-39.0,-18.5,-57.5,299.3,50.0,
60.0,15.0,10.0,13.2,-43.5,-30.3,401.4,40.0,
60.0,15.0,20.0,5.7,-37.1,-31.4,420.3,40.0,
60.0,15.0,30.0,-7.2,-43.0,-50.2,447.9,40.0,
80.0,20.0,10.0,-98.6,-13.8,-112.4,580.9,20.0,
80.0,20.0,20.0,-126.6,-10.5,-137.1,619.6,20.0,
80.0,20.0,30.0,-148.9,-29.5,-178.4,666.9,20.0,
100.0,25.0,10.0,-77.4,-51.0,-128.4,737.6,40.0,
100.0,25.0,20.0,-104.3,-83.8,-188.1,797.3,30.0,
100.0,25.0,30.0,-131.3,-122.7,-254.0,863.2,30.0,
120.0,30.0,10.0,-28.8,-222.5,-251.3,1005.0,20.0,
120.0,30.0,20.0,-59.4,-247.6,-307.0,1078.9,0.0,
120.0,30.0,30.0,-93.9,-283.0,-376.9,1148.8,0.0,
40.0,10.0,10.0,7.2,-17.1,-9.9,256.2,50.0,
40.0,10.0,20.0,21.2,-38.9,-17.7,271.1,50.0,
40.0,10.0,30.0,25.9,-61.0,-35.1,291.5,50.0,
60.0,15.0,10.0,41.8,14.5,56.3,385.0,70.0,
60.0,15.0,20.0,22.4,-10.9,11.5,434.3,70.0,
60.0,15.0,30.0,2.2,-37.5,-35.3,481.1,60.0,
80.0,20.0,10.0,44.5,-41.7,2.8,554.3,50.0,
80.0,20.0,20.0,24.6,-65.5,-40.9,604.0,30.0,
80.0,20.0,30.0,-1.5,-89.4,-90.9,654.0,20.0,
100.0,25.0,10.0,-11.8,64.2,52.4,628.0,50.0,
100.0,25.0,20.0,-32.5,38.3,5.8,689.8,40.0,
100.0,25.0,30.0,-53.3,51.5,-1.8,706.0,50.0,
120.0,30.0,10.0,33.7,-103.1,-69.4,958.0,50.0,
120.0,30.0,20.0,49.1,-37.3,11.8,905.7,70.0,
120.0,30.0,30.0,30.5,-52.8,-22.3,939.8,70.0,
40.0,10.0,10.0,11.0,-29.8,-18.8,261.3,50.0,
40.0,10.0,20.0,-2.6,-46.7,-49.3,294.8,30.0,
40.0,10.0,30.0,-16.3,-65.7,-82.0,327.5,30.0,
60.0,15.0,10.0,32.1,45.5,77.6,364.2,70.0,
60.0,15.0,20.0,34.6,74.6,109.2,351.2,60.0,
60.0,15.0,30.0,14.4,62.8,77.2,383.2,60.0,
80.0,20.0,10.0,74.9,21.0,95.9,497.7,50.0,
80.0,20.0,20.0,55.1,6.3,61.4,538.2,50.0,
80.0,20.0,30.0,69.5,-14.5,55.0,556.8,50.0,
100.0,25.0,10.0,156.4,-5.2,151.2,620.4,70.0,
100.0,25.0,20.0,135.7,-18.3,117.4,665.7,70.0,
100.0,25.0,30.0,114.9,-39.1,75.8,707.3,60.0,
120.0,30.0,10.0,14.2,-303.6,-289.4,1022.2,20.0,
120.0,30.0,20.0,-8.9,-331.8,-340.7,1073.5,20.0,
120.0,30.0,30.0,-32.8,-361.0,-393.8,1126.6,20.0,
40.0,10.0,10.0,-65.7,12.5,-53.2,306.3,40.0,
40.0,10.0,20.0,-85.4,-0.4,-85.8,342.8,30.0,
40.0,10.0,30.0,-102.3,-30.0,-132.3,392.3,30.0,
60.0,15.0,10.0,17.9,-53.0,-35.1,391.8,30.0,
60.0,15.0,20.0,-1.6,-75.4,-77.0,438.2,30.0,
60.0,15.0,30.0,-31.5,-98.8,-130.3,496.0,30.0,
80.0,20.0,10.0,32.2,-102.8,-70.6,567.3,30.0,
80.0,20.0,20.0,14.3,-124.6,-110.3,610.5,30.0,
80.0,20.0,30.0,-9.6,-150.7,-160.3,660.5,30.0,
100.0,25.0,10.0,52.2,-43.1,9.1,684.0,60.0,
100.0,25.0,20.0,33.6,-66.9,-33.3,723.7,50.0,
100.0,25.0,30.0,16.3,-90.8,-74.5,772.5,50.0,
120.0,30.0,10.0,66.4,-42.7,23.7,879.6,70.0,
120.0,30.0,20.0,51.4,-63.7,-12.3,915.6,60.0,
120.0,30.0,30.0,35.9,-85.4,-49.5,952.8,60.0,
40.0,10.0,10.0,-56.0,-10.1,-66.1,277.8,40.0,
40.0,10.0,20.0,-69.5,-52.3,-121.8,328.8,30.0,
40.0,10.0,30.0,-58.3,-36.3,-94.6,314.8,30.0,
60.0,15.0,10.0,-18.7,49.4,30.7,337.4,50.0,
60.0,15.0,20.0,-35.9,33.0,-2.9,380.0,40.0,
60.0,15.0,30.0,-55.7,16.0,-39.7,416.8,30.0,
80.0,20.0,10.0,22.3,0.2,22.5,509.4,50.0,
80.0,20.0,20.0,6.7,-31.2,-24.5,568.4,40.0,
80.0,20.0,30.0,-8.8,-63.2,-72.0,615.9,30.0,
100.0,25.0,10.0,-39.2,2.0,-37.2,716.8,40.0,
100.0,25.0,20.0,-66.1,-27.0,-93.1,787.0,40.0,
100.0,25.0,30.0,-93.1,-56.2,-149.3,850.8,20.0,
120.0,30.0,10.0,26.5,-89.2,-62.7,865.8,50.0,
120.0,30.0,20.0,5.5,-63.1,-57.6,905.6,50.0,
120.0,30.0,30.0,-16.2,-90.1,-106.3,954.3,50.0,
40.0,10.0,10.0,2.6,-56.4,-53.8,295.1,30.0,
40.0,10.0,20.0,-1.7,-67.2,-68.9,319.6,30.0,
40.0,10.0,30.0,-20.7,-68.3,-89.0,346.6,40.0,
60.0,15.0,10.0,18.4,21.0,39.4,363.2,70.0,
60.0,15.0,20.0,1.2,-2.6,-1.4,408.5,50.0,
60.0,15.0,30.0,-16.9,0.7,-16.2,431.0,40.0,
80.0,20.0,10.0,-8.9,5.4,-3.5,515.7,40.0,
80.0,20.0,20.0,12.6,-11.2,1.4,541.3,50.0,
80.0,20.0,30.0,0.0,-26.0,-26.0,580.7,50.0,
100.0,25.0,10.0,143.6,-68.9,74.7,611.9,60.0,
100.0,25.0,20.0,128.1,-84.1,44.0,655.1,60.0,
100.0,25.0,30.0,112.6,-96.0,16.6,690.1,40.0,
120.0,30.0,10.0,93.0,-163.0,-70.0,816.1,50.0,
120.0,30.0,20.0,70.8,-174.9,-104.1,859.2,50.0,
120.0,30.0,30.0,91.6,-150.1,-58.5,833.4,60.0,
40.0,10.0,10.0,0.5,-3.9,-3.4,253.8,50.0,
40.0,10.0,20.0,-13.1,-4.3,-17.4,271.7,60.0,
40.0,10.0,30.0,-27.7,-21.1,-48.8,303.1,50.0,
60.0,15.0,10.0,52.1,26.2,78.3,400.2,60.0,
60.0,15.0,20.0,22.3,8.5,30.8,452.2,50.0,
60.0,15.0,30.0,-8.5,-13.8,-22.3,505.3,50.0,
80.0,20.0,10.0,66.9,41.8,108.7,501.0,60.0,
80.0,20.0,20.0,41.0,23.2,64.2,551.5,50.0,
80.0,20.0,30.0,14.9,10.6,25.5,590.2,50.0,
100.0,25.0,10.0,55.9,76.8,132.7,625.1,60.0,
100.0,25.0,20.0,37.3,50.9,88.2,669.6,60.0,
100.0,25.0,30.0,18.7,24.8,43.5,718.2,50.0,
120.0,30.0,10.0,-82.0,-190.7,-272.7,1078.0,40.0,
120.0,30.0,20.0,-105.1,-218.9,-324.0,1138.4,40.0,
120.0,30.0,30.0,-129.0,-248.1,-377.1,1191.5,30.0,
40.0,10.0,10.0,17.0,28.2,45.2,264.6,70.0,
40.0,10.0,20.0,-2.7,29.8,27.1,295.0,60.0,
40.0,10.0,30.0,-16.6,12.1,-4.5,335.6,60.0,
60.0,15.0,10.0,8.7,50.7,59.4,403.2,70.0,
60.0,15.0,20.0,-2.3,23.5,21.2,454.9,30.0,
60.0,15.0,30.0,-22.6,22.5,-0.1,480.9,30.0,
80.0,20.0,10.0,-39.2,77.6,38.4,557.5,50.0,
80.0,20.0,20.0,-57.8,61.0,3.2,592.7,40.0,
80.0,20.0,30.0,-76.4,46.2,-30.2,632.1,30.0,
100.0,25.0,10.0,27.0,-28.0,-1.0,708.9,50.0,
100.0,25.0,20.0,6.3,-51.8,-45.5,751.6,40.0,
100.0,25.0,30.0,-14.5,-75.7,-90.2,796.3,40.0,
120.0,30.0,10.0,-105.6,11.4,-94.2,971.4,30.0,
120.0,30.0,20.0,-93.2,-14.9,-108.1,1006.2,40.0,
120.0,30.0,30.0,-114.9,-49.4,-164.3,1062.4,40.0,
40.0,10.0,10.0,-17.1,1.1,-16.0,283.8,50.0,
40.0,10.0,20.0,-44.2,-9.4,-53.6,324.4,40.0,
40.0,10.0,30.0,-72.5,-20.9,-93.4,364.2,40.0,
60.0,15.0,10.0,-37.3,-12.0,-49.3,420.0,40.0,
60.0,15.0,20.0,-58.3,-30.7,-89.0,468.7,30.0,
60.0,15.0,30.0,-51.9,-55.2,-107.1,497.3,20.0,
80.0,20.0,10.0,15.4,35.1,50.5,531.1,50.0,
80.0,20.0,20.0,22.8,42.5,65.3,535.3,60.0,
80.0,20.0,30.0,8.0,21.7,29.7,582.9,50.0,
100.0,25.0,10.0,-26.6,8.8,-17.8,758.3,40.0,
100.0,25.0,20.0,-53.5,-17.1,-70.6,811.1,20.0,
100.0,25.0,30.0,-80.5,-43.2,-123.7,864.2,20.0,
120.0,30.0,10.0,-24.3,-13.6,-37.9,850.7,50.0,
120.0,30.0,20.0,-45.3,-39.7,-85.0,906.9,30.0,
120.0,30.0,30.0,-67.0,-66.7,-133.7,964.7,30.0,
40.0,10.0,10.0,6.7,5.0,11.7,258.5,50.0,
40.0,10.0,20.0,-11.2,-18.8,-30.0,303.2,50.0,
40.0,10.0,30.0,-33.3,-42.7,-76.0,349.2,40.0,
60.0,15.0,10.0,1.1,44.9,46.0,366.4,60.0,
60.0,15.0,20.0,-14.6,47.8,33.2,389.7,50.0,
60.0,15.0,30.0,-36.3,25.5,-10.8,438.2,50.0,
80.0,20.0,10.0,36.8,39.2,76.0,538.9,60.0,
80.0,20.0,20.0,11.9,8.1,20.0,594.9,50.0,
80.0,20.0,30.0,-11.5,-23.3,-34.8,649.7,40.0,
100.0,25.0,10.0,172.0,-64.4,107.6,705.6,60.0,
100.0,25.0,20.0,158.9,-91.3,67.6,760.8,60.0,
100.0,25.0,30.0,140.3,-71.4,68.9,775.7,60.0,
120.0,30.0,10.0,49.9,-141.0,-91.1,978.4,40.0,
120.0,30.0,20.0,19.6,-159.0,-139.4,1035.8,40.0,
120.0,30.0,30.0,32.0,-177.6,-145.6,1051.1,40.0,
40.0,10.0,10.0,-12.0,-2.5,-14.5,258.6,40.0,
40.0,10.0,20.0,-22.5,-13.9,-36.4,283.5,30.0,
40.0,10.0,30.0,-33.1,-25.4,-58.5,305.6,30.0,
60.0,15.0,10.0,-90.8,2.7,-88.1,443.8,20.0,
