TP,OPP,DTS,PNL Long,PNL Short,PNL Totale,Max Drawdown,Win Rate %
1.2999999999999998,0.3249999999999999,0.25,-22.5,-114.62,-137.12,861.88,60.0
1.2999999999999998,0.3249999999999999,0.3,-36.75,-128.12,-164.88,889.62,60.0
1.4,0.35,0.1,45.0,-186.0,-141.0,919.75,50.0
1.4,0.35,0.15,32.5,-200.25,-167.75,946.5,50.0
1.4,0.35,0.2,30.5,-214.5,-184.0,962.75,50.0
1.4,0.35,0.25,16.25,-211.25,-195.0,991.25,60.0
1.4,0.35,0.3,2.0,-225.5,-223.5,1019.75,50.0
1.4999999999999996,0.3749999999999999,0.1,37.12,-109.38,-72.25,972.25,60.0
1.4999999999999996,0.3749999999999999,0.15,22.88,-121.88,-99.0,999.0,60.0
1.4999999999999996,0.3749999999999999,0.2,8.62,-134.38,-125.75,1025.75,60.0
1.4999999999999996,0.3749999999999999,0.25,-5.62,-136.88,-142.5,1042.5,60.0
1.4999999999999996,0.3749999999999999,0.3,-19.88,-151.12,-171.0,1071.0,50.0
1.5999999999999996,0.3999999999999999,0.1,115.0,-195.0,-80.0,1050.0,60.0
1.5999999999999996,0.3999999999999999,0.15,102.5,-207.5,-105.0,1075.0,60.0
1.5999999999999996,0.3999999999999999,0.2,182.0,-220.0,-38.0,1028.0,70.0
1.5999999999999996,0.3999999999999999,0.25,172.0,-232.5,-60.5,1050.5,70.0
1.5999999999999996,0.3999999999999999,0.3,162.0,-245.0,-83.0,1073.0,70.0
1.6999999999999995,0.4249999999999999,0.1,134.38,-131.25,3.12,1112.5,80.0
1.6999999999999995,0.4249999999999999,0.15,121.88,-143.75,-21.88,1137.5,70.0
1.6999999999999995,0.4249999999999999,0.2,109.38,-156.25,-46.88,1162.5,70.0
1.6999999999999995,0.4249999999999999,0.25,96.88,-168.75,-71.88,1187.5,70.0
1.6999999999999995,0.4249999999999999,0.3,186.5,-181.25,5.25,1131.62,80.0
1.7999999999999998,0.4499999999999999,0.1,143.75,-238.75,-95.0,1208.75,70.0
1.7999999999999998,0.4499999999999999,0.15,131.25,-251.25,-120.0,1233.75,60.0
1.7999999999999998,0.4499999999999999,0.2,118.75,-263.75,-145.0,1258.75,60.0
1.7999999999999998,0.4499999999999999,0.25,106.25,-276.25,-170.0,1283.75,60.0
1.7999999999999998,0.4499999999999999,0.3,93.75,-288.75,-195.0,1308.75,60.0
1.9,0.4749999999999998,0.1,165.0,-123.5,41.5,1217.25,90.0
1.9,0.4749999999999998,0.15,152.5,-137.75,14.75,1244.0,80.0
1.9,0.4749999999999998,0.2,140.0,-128.25,11.75,1270.75,80.0
1.9,0.4749999999999998,0.25,127.5,-142.5,-15.0,1297.5,70.0
1.9,0.4749999999999998,0.3,115.0,-119.75,-4.75,1311.0,80.0
2.0,0.4999999999999999,0.1,162.5,-125.0,37.5,1312.5,80.0
2.0,0.4999999999999999,0.15,150.0,-137.5,12.5,1337.5,80.0
2.0,0.4999999999999999,0.2,137.5,-150.0,-12.5,1362.5,80.0
2.0,0.4999999999999999,0.25,150.0,-162.5,-12.5,1387.5,80.0
2.0,0.4999999999999999,0.3,137.5,-175.0,-37.5,1412.5,70.0
0.4,0.1,0.1,140.5,155.5,296.0,228.5,80.0
0.4,0.1,0.15,133.75,148.75,282.5,242.0,80.0
0.4,0.1,0.2,127.0,142.0,269.0,255.5,80.0
0.4,0.1,0.25,120.25,135.25,255.5,269.0,80.0
0.4,0.1,0.3,113.5,128.5,242.0,282.5,80.0
0.5,0.125,0.1,55.0,51.62,106.62,366.5,50.0
0.5,0.125,0.15,47.5,32.12,79.62,393.5,50.0
0.5,0.125,0.2,40.0,12.62,52.62,420.5,50.0
0.5,0.125,0.25,32.5,-6.88,25.62,447.5,50.0
0.5,0.125,0.3,25.0,-26.38,-1.38,474.5,50.0
0.6,0.15,0.1,5.0,110.25,115.25,462.25,50.0
0.6,0.15,0.15,-12.75,96.0,83.25,494.25,50.0
0.6,0.15,0.2,9.75,82.25,92.0,496.0,60.0
0.6,0.15,0.25,-3.75,66.25,62.5,525.5,60.0
0.6,0.15,0.3,-17.25,99.0,81.75,513.75,60.0
0.7,0.175,0.1,-54.75,75.62,20.88,495.38,60.0
0.7,0.175,0.15,-72.5,63.12,-9.38,525.62,50.0
0.7,0.175,0.2,-46.12,96.5,50.38,491.25,60.0
0.7,0.175,0.25,-11.25,86.5,75.25,484.75,70.0
0.7,0.175,0.3,-22.25,76.5,54.25,505.75,70.0
0.7999999999999999,0.1999999999999999,0.1,-115.5,30.0,-85.5,540.5,50.0
0.7999999999999999,0.1999999999999999,0.15,-125.0,17.5,-107.5,562.5,50.0
0.7999999999999999,0.1999999999999999,0.2,-141.0,5.0,-136.0,591.0,50.0
0.7999999999999999,0.1999999999999999,0.25,-104.75,-7.5,-112.25,586.25,60.0
0.7999999999999999,0.1999999999999999,0.3,-116.5,36.0,-80.5,565.5,60.0
0.8999999999999999,0.2249999999999999,0.1,-191.62,9.25,-182.38,582.88,50.0
0.8999999999999999,0.2249999999999999,0.15,-205.88,52.88,-153.0,564.75,60.0
0.8999999999999999,0.2249999999999999,0.2,-220.12,45.38,-174.75,586.5,60.0
0.8999999999999999,0.2249999999999999,0.25,-234.38,37.88,-196.5,608.25,60.0
0.8999999999999999,0.2249999999999999,0.3,-233.25,30.38,-202.88,625.88,60.0
1.0,0.2499999999999999,0.1,-172.25,69.0,-103.25,610.75,50.0
1.0,0.2499999999999999,0.15,-186.5,68.25,-118.25,625.75,50.0
1.0,0.2499999999999999,0.2,-134.0,54.75,-79.25,613.0,60.0
1.0,0.2499999999999999,0.25,-147.5,41.25,-106.25,640.0,60.0
1.0,0.2499999999999999,0.3,-161.0,94.0,-67.0,613.25,70.0
1.1,0.2749999999999999,0.1,-135.0,38.12,-96.88,708.75,60.0
1.1,0.2749999999999999,0.15,-83.62,22.12,-61.5,695.38,60.0
1.1,0.2749999999999999,0.2,-27.25,6.12,-21.12,668.75,70.0
1.1,0.2749999999999999,0.25,-34.75,-5.75,-40.5,688.12,70.0
1.1,0.2749999999999999,0.3,-42.25,-21.75,-64.0,711.62,70.0
1.1999999999999995,0.2999999999999999,0.1,-145.0,143.0,-2.0,737.0,70.0
1.1999999999999995,0.2999999999999999,0.15,-73.5,200.25,126.75,662.25,70.0
1.1999999999999995,0.2999999999999999,0.2,-83.5,199.0,115.5,673.5,70.0
1.1999999999999995,0.2999999999999999,0.25,-19.5,188.0,168.5,635.5,80.0
1.1999999999999995,0.2999999999999999,0.3,-27.0,177.0,150.0,654.0,80.0
1.2999999999999998,0.3249999999999999,0.1,-189.38,143.25,-46.12,801.75,60.0
1.2999999999999998,0.3249999999999999,0.15,-203.62,204.5,0.88,771.0,70.0
1.2999999999999998,0.3249999999999999,0.2,-217.88,189.25,-28.62,800.5,70.0
1.2999999999999998,0.3249999999999999,0.25,-153.0,174.0,21.0,768.75,70.0
1.2999999999999998,0.3249999999999999,0.3,-164.75,239.5,74.75,737.75,70.0
1.4,0.35,0.1,-112.75,122.0,9.25,823.75,70.0
1.4,0.35,0.15,-124.5,104.25,-20.25,853.25,70.0
1.4,0.35,0.2,-131.0,175.25,44.25,808.0,70.0
1.4,0.35,0.25,-142.75,246.0,103.25,766.5,70.0
1.4,0.35,0.3,-154.5,235.0,80.5,789.25,70.0
1.4999999999999996,0.3749999999999999,0.1,-210.12,84.0,-126.12,979.25,70.0
1.4999999999999996,0.3749999999999999,0.15,-226.12,154.12,-72.0,943.88,70.0
1.4999999999999996,0.3749999999999999,0.2,-167.0,142.38,-24.62,915.25,70.0
1.4999999999999996,0.3749999999999999,0.25,-178.75,220.0,41.25,879.38,80.0
1.4999999999999996,0.3749999999999999,0.3,-190.5,210.75,20.25,900.38,70.0
1.5999999999999996,0.3999999999999999,0.1,-119.5,122.0,2.5,979.5,80.0
1.5999999999999996,0.3999999999999999,0.15,-137.25,112.0,-25.25,1007.25,70.0
1.5999999999999996,0.3999999999999999,0.2,-76.0,102.0,26.0,976.0,70.0
1.5999999999999996,0.3999999999999999,0.25,-6.25,186.5,180.25,867.75,70.0
1.5999999999999996,0.3999999999999999,0.3,-15.5,179.0,163.5,884.5,70.0
1.6999999999999995,0.4249999999999999,0.1,-82.25,-3.75,-86.0,1116.62,70.0
1.6999999999999995,0.4249999999999999,0.15,-100.0,6.12,-93.88,1124.5,70.0
1.6999999999999995,0.4249999999999999,0.2,-96.5,89.0,-7.5,1080.62,70.0
1.6999999999999995,0.4249999999999999,0.25,-114.25,98.5,-15.75,1088.88,70.0
1.6999999999999995,0.4249999999999999,0.3,-40.62,86.75,46.12,1048.25,70.0
1.7999999999999998,0.4499999999999999,0.1,-2.25,90.75,88.5,1081.5,90.0
1.7999999999999998,0.4499999999999999,0.15,-15.75,159.0,143.25,1056.0,90.0
1.7999999999999998,0.4499999999999999,0.2,-29.25,149.0,119.75,1079.5,80.0
1.7999999999999998,0.4499999999999999,0.25,-42.75,139.0,96.25,1103.0,80.0
1.7999999999999998,0.4499999999999999,0.3,-56.25,170.25,114.0,1107.75,80.0
1.9,0.4749999999999998,0.1,105.0,65.38,170.38,1090.75,90.0
1.9,0.4749999999999998,0.15,95.75,75.0,170.75,1090.38,80.0
1.9,0.4749999999999998,0.2,86.5,57.25,143.75,1117.38,80.0
1.9,0.4749999999999998,0.25,77.25,39.5,116.75,1144.38,80.0
1.9,0.4749999999999998,0.3,68.0,120.88,188.88,1103.12,90.0
2.0,0.4999999999999999,0.1,-67.0,80.5,13.5,1189.0,60.0
2.0,0.4999999999999999,0.15,-80.5,72.0,-8.5,1211.0,60.0
2.0,0.4999999999999999,0.2,-94.0,56.0,-38.0,1240.5,60.0
2.0,0.4999999999999999,0.25,-107.5,40.0,-67.5,1270.0,60.0
2.0,0.4999999999999999,0.3,-121.0,38.5,-82.5,1285.0,60.0
0.4,0.1,0.1,205.5,152.0,357.5,241.0,80.0
0.4,0.1,0.15,198.75,169.25,368.0,237.0,90.0
0.4,0.1,0.2,192.0,195.0,387.0,224.5,100.0
0.4,0.1,0.25,218.25,192.5,410.75,205.75,100.0
0.4,0.1,0.3,255.0,225.5,480.5,146.5,100.0
0.5,0.125,0.1,196.5,209.88,406.38,277.38,90.0
0.5,0.125,0.15,189.75,201.38,391.12,292.62,80.0
0.5,0.125,0.2,218.62,192.88,411.5,279.12,90.0
0.5,0.125,0.25,255.0,184.38,439.38,259.38,100.0
0.5,0.125,0.3,255.0,175.88,430.88,267.88,100.0
0.6,0.15,0.1,153.5,164.75,318.25,332.75,80.0
0.6,0.15,0.15,148.5,159.75,308.25,342.75,80.0
0.6,0.15,0.2,144.0,195.5,339.5,319.0,90.0
0.6,0.15,0.25,137.25,236.25,373.5,297.0,100.0
0.6,0.15,0.3,130.5,236.25,366.75,303.75,100.0
0.7,0.175,0.1,180.5,121.5,302.0,289.5,90.0
0.7,0.175,0.15,178.0,112.25,290.25,301.25,90.0
0.7,0.175,0.2,175.5,103.0,278.5,313.0,90.0
0.7,0.175,0.25,173.0,93.75,266.75,324.75,90.0
0.7,0.175,0.3,170.5,135.38,305.88,294.38,90.0
0.7999999999999999,0.1999999999999999,0.1,23.5,117.5,141.0,379.0,90.0
0.7999999999999999,0.1999999999999999,0.15,52.0,115.5,167.5,362.5,90.0
0.7999999999999999,0.1999999999999999,0.2,89.0,107.0,196.0,345.0,90.0
0.7999999999999999,0.1999999999999999,0.25,82.25,98.5,180.75,360.25,80.0
0.7999999999999999,0.1999999999999999,0.3,132.0,90.0,222.0,332.0,90.0
0.8999999999999999,0.2249999999999999,0.1,51.75,30.38,82.12,438.75,80.0
0.8999999999999999,0.2249999999999999,0.15,98.62,64.5,163.12,381.38,80.0
0.8999999999999999,0.2249999999999999,0.2,94.38,66.5,160.88,394.88,80.0
0.8999999999999999,0.2249999999999999,0.25,90.12,63.12,153.25,402.5,80.0
0.8999999999999999,0.2249999999999999,0.3,85.88,52.12,138.0,417.75,80.0
1.0,0.2499999999999999,0.1,66.5,11.75,78.25,479.25,90.0
1.0,0.2499999999999999,0.15,59.75,-1.75,58.0,499.5,80.0
1.0,0.2499999999999999,0.2,58.5,-15.25,43.25,514.25,80.0
1.0,0.2499999999999999,0.25,110.0,31.25,141.25,455.0,80.0
1.0,0.2499999999999999,0.3,105.75,86.25,192.0,418.0,80.0
1.1,0.2749999999999999,0.1,-97.75,-46.62,-144.38,602.25,60.0
1.1,0.2749999999999999,0.15,-45.62,-54.12,-99.75,572.75,70.0
1.1,0.2749999999999999,0.2,11.5,-61.62,-50.12,538.25,80.0
1.1,0.2749999999999999,0.25,137.5,-0.25,137.25,403.12,90.0
1.1,0.2749999999999999,0.3,137.5,-5.25,132.25,408.12,90.0
1.1999999999999995,0.2999999999999999,0.1,-45.5,-33.5,-79.0,571.0,70.0
1.1999999999999995,0.2999999999999999,0.15,-54.75,-42.75,-97.5,589.5,70.0
1.1999999999999995,0.2999999999999999,0.2,-51.5,-52.0,-103.5,595.5,70.0
1.1999999999999995,0.2999999999999999,0.25,11.5,-61.25,-49.75,558.25,80.0
1.1999999999999995,0.2999999999999999,0.3,3.0,-70.5,-67.5,576.0,80.0
1.2999999999999998,0.3249999999999999,0.1,52.88,-77.38,-24.5,590.0,70.0
1.2999999999999998,0.3249999999999999,0.15,44.38,-86.0,-41.62,607.12,70.0
1.2999999999999998,0.3249999999999999,0.2,35.88,-99.5,-63.62,629.12,70.0
1.2999999999999998,0.3249999999999999,0.25,27.38,-108.12,-80.75,646.25,70.0
1.2999999999999998,0.3249999999999999,0.3,18.88,-121.62,-102.75,668.25,70.0
1.4,0.35,0.1,124.5,-67.25,57.25,588.5,70.0
1.4,0.35,0.15,122.0,-82.5,39.5,606.25,70.0
1.4,0.35,0.2,119.5,-97.75,21.75,624.0,70.0
1.4,0.35,0.25,201.25,-113.0,88.25,575.0,80.0
1.4,0.35,0.3,201.25,-128.25,73.0,590.25,80.0
1.4999999999999996,0.3749999999999999,0.1,-20.62,-131.75,-152.38,756.12,60.0
1.4999999999999996,0.3749999999999999,0.15,56.25,-147.0,-90.75,715.12,60.0
1.4999999999999996,0.3749999999999999,0.2,138.12,-144.88,-6.75,651.75,70.0
1.4999999999999996,0.3749999999999999,0.25,135.62,-161.88,-26.25,671.25,70.0
1.4999999999999996,0.3749999999999999,0.3,133.12,-178.88,-45.75,690.75,70.0
1.5999999999999996,0.3999999999999999,0.1,-147.5,-111.5,-259.0,901.0,50.0
1.5999999999999996,0.3999999999999999,0.15,-159.25,-103.25,-262.5,924.5,50.0
1.5999999999999996,0.3999999999999999,0.2,-98.0,-23.0,-121.0,841.0,60.0
1.5999999999999996,0.3999999999999999,0.25,-111.5,-32.25,-143.75,863.75,60.0
1.5999999999999996,0.3999999999999999,0.3,-28.0,-41.5,-69.5,811.5,70.0
1.6999999999999995,0.4249999999999999,0.1,-160.88,-224.0,-384.88,1022.38,50.0
1.6999999999999995,0.4249999999999999,0.15,-172.25,-217.0,-389.25,1048.0,50.0
1.6999999999999995,0.4249999999999999,0.2,-183.62,-195.75,-379.38,1059.38,50.0
1.6999999999999995,0.4249999999999999,0.25,-201.38,-211.75,-413.12,1093.12,50.0
1.6999999999999995,0.4249999999999999,0.3,-121.38,-104.38,-225.75,988.62,60.0
1.7999999999999998,0.4499999999999999,0.1,-159.25,-138.25,-297.5,1019.75,60.0
1.7999999999999998,0.4499999999999999,0.15,-153.0,-150.0,-303.0,1025.25,60.0
1.7999999999999998,0.4499999999999999,0.2,-172.5,-161.75,-334.25,1056.5,60.0
1.7999999999999998,0.4499999999999999,0.25,-192.0,-173.5,-365.5,1087.75,60.0
1.7999999999999998,0.4499999999999999,0.3,-104.25,-185.25,-289.5,1036.5,60.0
1.9,0.4749999999999998,0.1,-84.0,-301.62,-385.62,1100.5,50.0
1.9,0.4749999999999998,0.15,-79.0,-315.88,-394.88,1109.75,50.0
1.9,0.4749999999999998,0.2,-94.25,-306.25,-400.5,1115.38,50.0
1.9,0.4749999999999998,0.25,-109.5,-322.25,-431.75,1146.62,50.0
1.9,0.4749999999999998,0.3,-124.75,-338.25,-463.0,1177.88,50.0
2.0,0.4999999999999999,0.1,-95.5,-241.0,-336.5,1126.5,60.0
2.0,0.4999999999999999,0.15,-110.75,-255.25,-366.0,1156.0,60.0
2.0,0.4999999999999999,0.2,-126.0,-269.5,-395.5,1185.5,60.0
2.0,0.4999999999999999,0.25,-141.25,-283.75,-425.0,1215.0,50.0
2.0,0.4999999999999999,0.3,-156.5,-276.0,-432.5,1222.5,50.0
0.4,0.1,0.1,49.0,153.0,202.0,276.5,70.0
0.4,0.1,0.15,62.0,148.0,210.0,274.0,70.0
0.4,0.1,0.2,52.5,143.0,195.5,288.5,70.0
0.4,0.1,0.25,41.5,138.0,179.5,304.5,70.0
0.4,0.1,0.3,30.5,168.5,199.0,290.0,70.0
0.5,0.125,0.1,115.0,104.88,219.88,372.0,60.0
0.5,0.125,0.15,138.12,155.62,293.75,321.88,70.0
0.5,0.125,0.2,130.62,150.62,281.25,334.38,70.0
0.5,0.125,0.25,123.12,145.62,268.75,346.88,70.0
0.5,0.125,0.3,115.62,140.62,256.25,359.38,70.0
0.6,0.15,0.1,101.25,188.25,289.5,367.5,80.0
0.6,0.15,0.15,87.75,181.5,269.25,387.75,70.0
0.6,0.15,0.2,74.25,174.75,249.0,408.0,60.0
0.6,0.15,0.25,60.75,168.0,228.75,428.25,60.0
0.6,0.15,0.3,47.25,161.25,208.5,448.5,60.0
0.7,0.175,0.1,29.88,22.0,51.88,429.38,60.0
0.7,0.175,0.15,18.12,16.38,34.5,446.75,60.0
0.7,0.175,0.2,6.38,4.62,11.0,470.25,60.0
0.7,0.175,0.25,-5.38,-10.62,-16.0,497.25,60.0
0.7,0.175,0.3,-17.12,-25.88,-43.0,524.25,60.0
0.7999999999999999,0.1999999999999999,0.1,12.5,18.5,31.0,451.0,70.0
0.7999999999999999,0.1999999999999999,0.15,0.75,3.25,4.0,478.0,60.0
0.7999999999999999,0.1999999999999999,0.2,-11.0,-12.0,-23.0,505.0,60.0
0.7999999999999999,0.1999999999999999,0.25,-22.75,-27.25,-50.0,532.0,60.0
0.7999999999999999,0.1999999999999999,0.3,-34.5,-23.0,-57.5,559.5,60.0
0.8999999999999999,0.2249999999999999,0.1,22.62,-84.75,-62.12,575.12,50.0
0.8999999999999999,0.2249999999999999,0.15,10.88,-87.75,-76.88,601.12,50.0
0.8999999999999999,0.2249999999999999,0.2,3.38,-43.38,-40.0,583.38,60.0
0.8999999999999999,0.2249999999999999,0.25,-10.12,-53.38,-63.5,606.88,60.0
0.8999999999999999,0.2249999999999999,0.3,-23.62,-63.38,-87.0,630.38,60.0
1.0,0.2499999999999999,0.1,-65.75,-75.0,-140.75,653.25,60.0
1.0,0.2499999999999999,0.15,-81.75,-87.5,-169.25,681.75,60.0
1.0,0.2499999999999999,0.2,-97.75,-100.0,-197.75,710.25,60.0
1.0,0.2499999999999999,0.25,-53.75,-108.75,-162.5,688.75,60.0
1.0,0.2499999999999999,0.3,-28.0,-123.0,-151.0,714.75,70.0
1.1,0.2749999999999999,0.1,-24.88,-62.88,-87.75,670.75,70.0
1.1,0.2749999999999999,0.15,-36.62,-77.12,-113.75,696.75,70.0
1.1,0.2749999999999999,0.2,-48.38,-91.38,-139.75,722.75,70.0
1.1,0.2749999999999999,0.25,-60.12,-105.62,-165.75,748.75,50.0
1.1,0.2749999999999999,0.3,-71.88,-119.88,-191.75,774.75,50.0
1.1999999999999995,0.2999999999999999,0.1,-103.5,-47.5,-151.0,788.5,60.0
1.1999999999999995,0.2999999999999999,0.15,-117.75,-45.0,-162.75,815.25,70.0
1.1999999999999995,0.2999999999999999,0.2,-132.0,-57.5,-189.5,842.0,50.0
1.1999999999999995,0.2999999999999999,0.25,-141.75,-55.0,-196.75,864.25,50.0
1.1999999999999995,0.2999999999999999,0.3,-151.5,-52.5,-204.0,886.5,50.0
1.2999999999999998,0.3249999999999999,0.1,-101.62,-12.25,-113.88,837.0,60.0
1.2999999999999998,0.3249999999999999,0.15,-115.88,-26.5,-142.38,865.5,60.0
1.2999999999999998,0.3249999999999999,0.2,-130.12,-40.75,-170.88,894.0,60.0
1.2999999999999998,0.3249999999999999,0.25,-144.38,-38.75,-183.12,922.5,60.0
1.2999999999999998,0.3249999999999999,0.3,-158.62,28.62,-130.0,885.62,60.0
1.4,0.35,0.1,36.25,-107.25,-71.0,937.25,60.0
1.4,0.35,0.15,23.75,-121.5,-97.75,964.0,60.0
1.4,0.35,0.2,11.25,-135.75,-124.5,990.75,60.0
1.4,0.35,0.25,7.5,-150.0,-142.5,1008.75,60.0
1.4,0.35,0.3,-6.75,-164.25,-171.0,1037.25,60.0
1.4999999999999996,0.3749999999999999,0.1,234.0,-231.25,2.75,1066.0,70.0
1.4999999999999996,0.3749999999999999,0.15,219.75,-243.75,-24.0,1092.75,70.0
1.4999999999999996,0.3749999999999999,0.2,205.5,-256.25,-50.75,1119.5,70.0
1.4999999999999996,0.3749999999999999,0.25,191.25,-268.75,-77.5,1146.25,70.0
1.4999999999999996,0.3749999999999999,0.3,177.0,-281.25,-104.25,1173.0,60.0
1.5999999999999996,0.3999999999999999,0.1,163.5,-262.5,-99.0,1109.0,60.0
1.5999999999999996,0.3999999999999999,0.15,169.25,-276.75,-107.5,1137.5,60.0
1.5999999999999996,0.3999999999999999,0.2,175.0,-291.0,-116.0,1166.0,60.0
1.5999999999999996,0.3999999999999999,0.25,160.75,-210.75,-50.0,1142.0,60.0
1.5999999999999996,0.3999999999999999,0.3,146.5,-222.5,-76.0,1168.0,60.0
1.6999999999999995,0.4249999999999999,0.1,77.75,-372.0,-294.25,1165.5,60.0
1.6999999999999995,0.4249999999999999,0.15,63.5,-388.0,-324.5,1195.75,60.0
1.6999999999999995,0.4249999999999999,0.2,49.25,-404.0,-354.75,1226.0,60.0
1.6999999999999995,0.4249999999999999,0.25,35.0,-420.0,-385.0,1256.25,50.0
1.6999999999999995,0.4249999999999999,0.3,20.75,-418.88,-398.12,1269.38,60.0
1.7999999999999998,0.4499999999999999,0.1,125.5,-227.75,-102.25,1227.25,70.0
1.7999999999999998,0.4499999999999999,0.15,109.5,-237.0,-127.5,1252.5,70.0
1.7999999999999998,0.4499999999999999,0.2,93.5,-253.0,-159.5,1284.5,70.0
1.7999999999999998,0.4499999999999999,0.25,77.5,-269.0,-191.5,1316.5,70.0
1.7999999999999998,0.4499999999999999,0.3,61.5,-285.0,-223.5,1348.5,70.0
1.9,0.4749999999999998,0.1,3.62,-254.12,-250.5,1331.12,80.0
1.9,0.4749999999999998,0.15,-12.38,-213.75,-226.12,1342.38,80.0
1.9,0.4749999999999998,0.2,-28.38,-228.0,-256.38,1372.62,70.0
1.9,0.4749999999999998,0.25,-44.38,-242.25,-286.62,1402.88,70.0
1.9,0.4749999999999998,0.3,-60.38,-256.5,-316.88,1433.12,60.0
2.0,0.4999999999999999,0.1,171.5,-166.0,5.5,1332.0,80.0
2.0,0.4999999999999999,0.15,157.25,-155.25,2.0,1360.5,80.0
2.0,0.4999999999999999,0.2,161.0,-169.5,-8.5,1371.0,70.0
2.0,0.4999999999999999,0.25,145.0,-183.75,-38.75,1401.25,70.0
2.0,0.4999999999999999,0.3,129.0,-198.0,-69.0,1431.5,70.0
0.4,0.1,0.1,194.5,91.0,285.5,248.5,90.0
0.4,0.1,0.15,187.75,83.5,271.25,262.75,90.0
0.4,0.1,0.2,181.0,106.5,287.5,251.5,80.0
0.4,0.1,0.25,174.25,101.5,275.75,263.25,80.0
0.4,0.1,0.3,167.5,96.5,264.0,275.0,80.0
0.5,0.125,0.1,213.75,163.38,377.12,277.88,90.0
0.5,0.125,0.15,208.75,156.62,365.38,289.62,90.0
0.5,0.125,0.2,203.75,149.88,353.62,301.38,90.0
0.5,0.125,0.25,198.75,143.12,341.88,313.12,90.0
0.5,0.125,0.3,193.75,136.38,330.12,324.88,90.0
0.6,0.15,0.1,234.25,279.25,513.5,285.25,100.0
0.6,0.15,0.15,231.75,276.75,508.5,290.25,100.0
